sample_id,seed,delivery_id,zone,delivery_time_min,delayed
sample_1,704,D0256,suburban,22.8,False
sample_1,704,D0257,central,26.8,False
sample_1,704,D0258,remote,35.4,False
sample_1,704,D0259,remote,27.5,False
sample_1,704,D0260,central,29.7,False
sample_1,704,D0261,suburban,54.5,False
sample_1,704,D0262,central,20.7,False
sample_1,704,D0263,central,10.0,False
sample_1,704,D0264,central,58.0,False
sample_1,704,D0265,remote,27.1,False
sample_1,704,D0266,central,23.1,False
sample_1,704,D0267,suburban,26.8,False
sample_1,704,D0268,suburban,41.5,False
sample_1,704,D0269,suburban,61.2,True
sample_1,704,D0270,suburban,33.9,False
sample_1,704,D0271,suburban,35.2,False
sample_1,704,D0272,remote,64.6,True
sample_1,704,D0273,central,34.8,False
sample_1,704,D0274,suburban,54.5,False
sample_1,704,D0275,central,71.9,True
sample_1,704,D0276,suburban,36.3,False
sample_1,704,D0277,suburban,79.3,True
sample_1,704,D0278,central,26.5,False
sample_1,704,D0279,remote,43.5,False
sample_1,704,D0280,central,59.6,False
sample_1,704,D0281,central,33.9,False
sample_1,704,D0282,central,10.2,False
sample_1,704,D0283,suburban,30.4,False
sample_1,704,D0284,suburban,88.3,True
sample_1,704,D0285,suburban,28.4,False
sample_1,704,D0286,central,35.9,False
sample_1,704,D0287,remote,29.1,False
sample_1,704,D0288,central,14.3,False
sample_1,704,D0289,suburban,50.5,False
sample_1,704,D0290,central,72.3,True
sample_1,704,D0291,central,45.4,False
sample_1,704,D0292,central,28.7,False
sample_1,704,D0293,suburban,22.1,False
sample_1,704,D0294,suburban,19.7,False
sample_1,704,D0295,suburban,28.5,False
sample_1,704,D0296,central,41.0,False
sample_1,704,D0297,central,53.6,False
sample_1,704,D0298,remote,37.6,False
sample_1,704,D0299,suburban,24.9,False
sample_1,704,D0300,central,30.3,False
sample_1,704,D0301,suburban,33.1,False
sample_1,704,D0302,remote,54.1,False
sample_1,704,D0303,central,38.3,False
sample_1,704,D0304,suburban,13.7,False
sample_1,704,D0305,suburban,33.8,False
sample_1,704,D0306,central,28.9,False
sample_1,704,D0307,suburban,16.9,False
sample_1,704,D0308,suburban,103.8,True
sample_1,704,D0309,central,32.5,False
sample_1,704,D0310,suburban,26.4,False
sample_1,704,D0311,suburban,18.4,False
sample_1,704,D0312,suburban,25.9,False
sample_1,704,D0313,central,30.1,False
sample_1,704,D0314,remote,25.5,False
sample_1,704,D0315,suburban,35.0,False
sample_1,704,D0316,suburban,26.0,False
sample_1,704,D0317,central,28.4,False
sample_1,704,D0318,remote,53.1,False
sample_1,704,D0319,suburban,44.8,False
sample_1,704,D0320,central,43.7,False
sample_1,704,D0321,suburban,26.6,False
sample_1,704,D0322,central,34.7,False
sample_1,704,D0323,suburban,29.0,False
sample_1,704,D0324,central,36.1,False
sample_1,704,D0325,suburban,36.3,False
sample_1,704,D0326,central,21.7,False
sample_1,704,D0327,central,46.8,False
sample_1,704,D0328,central,44.3,False
sample_1,704,D0329,central,42.1,False
sample_1,704,D0330,central,48.9,False
sample_1,704,D0331,central,24.6,False
sample_1,704,D0332,central,65.9,True
sample_1,704,D0333,suburban,26.4,False
sample_1,704,D0334,central,43.8,False
sample_1,704,D0335,suburban,38.8,False
sample_1,704,D0336,remote,47.6,False
sample_1,704,D0337,suburban,18.7,False
sample_1,704,D0338,central,28.7,False
sample_1,704,D0339,central,29.6,False
sample_1,704,D0340,central,33.2,False
sample_1,704,D0341,central,43.8,False
sample_1,704,D0342,central,35.3,False
sample_1,704,D0343,central,51.8,False
sample_1,704,D0344,suburban,21.0,False
sample_1,704,D0345,suburban,24.2,False
sample_1,704,D0346,suburban,26.4,False
sample_1,704,D0347,suburban,20.1,False
sample_1,704,D0348,central,34.4,False
sample_1,704,D0349,central,33.1,False
sample_1,704,D0350,suburban,36.6,False
sample_2,1704,D0001,suburban,25.8,False
sample_2,1704,D0002,suburban,60.4,True
sample_2,1704,D0003,central,18.8,False
sample_2,1704,D0004,suburban,32.6,False
sample_2,1704,D0005,central,26.3,False
sample_2,1704,D0006,remote,21.4,False
sample_2,1704,D0007,central,32.9,False
sample_2,1704,D0008,suburban,32.6,False
sample_2,1704,D0009,suburban,42.3,False
sample_2,1704,D0010,central,35.2,False
sample_2,1704,D0011,central,30.9,False
sample_2,1704,D0012,central,25.3,False
sample_2,1704,D0013,remote,26.9,False
sample_2,1704,D0014,suburban,59.6,False
sample_2,1704,D0015,central,34.7,False
sample_2,1704,D0016,central,48.9,False
sample_2,1704,D0017,suburban,44.0,False
sample_2,1704,D0018,central,53.2,False
sample_2,1704,D0019,suburban,29.5,False
sample_2,1704,D0020,suburban,26.5,False
sample_2,1704,D0021,central,25.5,False
sample_2,1704,D0022,suburban,27.2,False
sample_2,1704,D0023,central,33.3,False
sample_2,1704,D0024,suburban,34.0,False
sample_2,1704,D0025,central,49.7,False
sample_2,1704,D0026,central,34.0,False
sample_2,1704,D0027,central,53.4,False
sample_2,1704,D0028,central,52.0,False
sample_2,1704,D0029,central,48.7,False
sample_2,1704,D0030,suburban,13.2,False
sample_2,1704,D0031,remote,27.0,False
sample_2,1704,D0032,central,83.5,True
sample_2,1704,D0033,suburban,48.8,False
sample_2,1704,D0034,central,32.9,False
sample_2,1704,D0035,central,22.8,False
sample_2,1704,D0036,central,31.5,False
sample_2,1704,D0037,central,23.1,False
sample_2,1704,D0038,central,23.5,False
sample_2,1704,D0039,central,37.6,False
sample_2,1704,D0040,suburban,32.7,False
sample_2,1704,D0041,central,64.9,True
sample_2,1704,D0042,central,23.7,False
sample_2,1704,D0043,central,30.6,False
sample_2,1704,D0044,suburban,22.9,False
sample_2,1704,D0045,central,23.8,False
sample_2,1704,D0046,central,37.8,False
sample_2,1704,D0047,central,49.9,False
sample_2,1704,D0048,suburban,31.8,False
sample_2,1704,D0049,suburban,35.4,False
sample_2,1704,D0050,central,29.7,False
sample_2,1704,D0051,central,34.2,False
sample_2,1704,D0052,central,97.8,True
sample_2,1704,D0053,suburban,107.5,True
sample_2,1704,D0054,suburban,39.5,False
sample_2,1704,D0055,central,47.6,False
sample_2,1704,D0056,central,41.3,False
sample_2,1704,D0057,suburban,18.3,False
sample_2,1704,D0058,suburban,33.8,False
sample_2,1704,D0059,suburban,26.2,False
sample_2,1704,D0060,suburban,39.2,False
sample_2,1704,D0061,central,14.9,False
sample_2,1704,D0062,central,13.4,False
sample_2,1704,D0063,central,44.6,False
sample_2,1704,D0064,suburban,41.2,False
sample_2,1704,D0065,suburban,41.4,False
sample_2,1704,D0066,central,29.3,False
sample_2,1704,D0067,suburban,36.5,False
sample_2,1704,D0068,central,41.4,False
sample_2,1704,D0069,remote,16.1,False
sample_2,1704,D0070,central,34.5,False
sample_2,1704,D0071,central,33.2,False
sample_2,1704,D0072,central,41.2,False
sample_2,1704,D0073,central,35.9,False
sample_2,1704,D0074,remote,40.8,False
sample_2,1704,D0075,suburban,32.2,False
sample_2,1704,D0076,central,38.2,False
sample_2,1704,D0077,suburban,50.4,False
sample_2,1704,D0078,suburban,26.7,False
sample_2,1704,D0079,remote,34.6,False
sample_2,1704,D0080,central,37.6,False
sample_2,1704,D0081,suburban,24.2,False
sample_2,1704,D0082,central,31.7,False
sample_2,1704,D0083,central,35.5,False
sample_2,1704,D0084,central,37.5,False
sample_2,1704,D0085,suburban,39.9,False
sample_2,1704,D0086,suburban,27.2,False
sample_2,1704,D0087,suburban,27.6,False
sample_2,1704,D0088,remote,65.1,True
sample_2,1704,D0089,suburban,22.0,False
sample_2,1704,D0090,central,26.7,False
sample_2,1704,D0091,remote,46.8,False
sample_2,1704,D0092,suburban,35.3,False
sample_2,1704,D0093,central,20.5,False
sample_2,1704,D0094,remote,31.6,False
sample_2,1704,D0095,central,37.7,False
sample_2,1704,D0096,central,32.3,False
sample_2,1704,D0097,central,40.4,False
sample_2,1704,D0098,suburban,90.8,True
sample_2,1704,D0099,suburban,19.3,False
sample_2,1704,D0100,suburban,28.6,False
sample_2,1704,D0101,suburban,33.2,False
sample_2,1704,D0102,central,41.4,False
sample_2,1704,D0103,central,37.5,False
sample_2,1704,D0104,suburban,41.6,False
sample_2,1704,D0105,remote,84.9,True
sample_2,1704,D0106,remote,41.1,False
sample_2,1704,D0107,suburban,29.3,False
sample_2,1704,D0108,suburban,14.8,False
sample_2,1704,D0109,central,29.6,False
sample_2,1704,D0110,central,60.5,True
sample_2,1704,D0111,central,49.1,False
sample_2,1704,D0112,suburban,37.9,False
sample_2,1704,D0113,suburban,43.1,False
sample_2,1704,D0114,central,28.3,False
sample_2,1704,D0115,central,58.3,False
sample_2,1704,D0116,suburban,21.9,False
sample_2,1704,D0117,central,31.3,False
sample_2,1704,D0118,central,35.5,False
sample_2,1704,D0119,central,70.7,True
sample_2,1704,D0120,remote,39.3,False
sample_2,1704,D0121,suburban,28.3,False
sample_2,1704,D0122,central,19.7,False
sample_2,1704,D0123,suburban,39.0,False
sample_2,1704,D0124,central,39.9,False
sample_2,1704,D0125,suburban,59.1,False
sample_2,1704,D0126,suburban,21.1,False
sample_2,1704,D0127,remote,41.8,False
sample_2,1704,D0128,central,32.2,False
sample_2,1704,D0129,suburban,52.6,False
sample_2,1704,D0130,suburban,24.9,False
sample_2,1704,D0131,suburban,34.1,False
sample_2,1704,D0132,suburban,27.7,False
sample_2,1704,D0133,suburban,76.7,True
sample_2,1704,D0134,central,29.3,False
sample_2,1704,D0135,suburban,27.6,False
sample_2,1704,D0136,central,53.7,False
sample_2,1704,D0137,suburban,22.9,False
sample_2,1704,D0138,suburban,30.2,False
sample_2,1704,D0139,suburban,48.3,False
sample_2,1704,D0140,suburban,29.5,False
sample_2,1704,D0141,central,22.4,False
sample_2,1704,D0142,suburban,19.6,False
sample_2,1704,D0143,remote,31.1,False
sample_2,1704,D0144,suburban,16.5,False
sample_2,1704,D0145,suburban,34.1,False
sample_2,1704,D0146,central,26.0,False
sample_2,1704,D0147,suburban,91.4,True
sample_2,1704,D0148,central,31.7,False
sample_2,1704,D0149,suburban,45.9,False
sample_2,1704,D0150,central,21.4,False
sample_2,1704,D0151,suburban,34.7,False
sample_2,1704,D0152,central,20.6,False
sample_2,1704,D0153,suburban,17.4,False
sample_2,1704,D0154,remote,20.1,False
sample_2,1704,D0155,remote,22.6,False
sample_2,1704,D0156,suburban,31.6,False
sample_2,1704,D0157,central,42.6,False
sample_2,1704,D0158,central,42.1,False
sample_2,1704,D0159,central,54.2,False
sample_2,1704,D0160,suburban,22.7,False
sample_2,1704,D0161,suburban,31.7,False
sample_2,1704,D0162,suburban,37.5,False
sample_2,1704,D0163,central,17.9,False
sample_2,1704,D0164,remote,31.4,False
sample_2,1704,D0165,suburban,29.9,False
sample_2,1704,D0166,central,14.5,False
sample_2,1704,D0167,remote,33.4,False
sample_2,1704,D0168,suburban,18.8,False
sample_2,1704,D0169,suburban,25.6,False
sample_2,1704,D0170,suburban,65.5,True
sample_2,1704,D0171,remote,10.0,False
sample_2,1704,D0172,suburban,22.3,False
sample_2,1704,D0173,central,35.2,False
sample_2,1704,D0174,central,28.2,False
sample_2,1704,D0175,suburban,13.8,False
sample_2,1704,D0176,central,53.0,False
sample_2,1704,D0177,suburban,29.9,False
sample_2,1704,D0178,central,31.8,False
sample_2,1704,D0179,central,38.1,False
sample_2,1704,D0180,central,34.6,False
sample_2,1704,D0181,central,23.5,False
sample_2,1704,D0182,suburban,30.7,False
sample_2,1704,D0183,suburban,34.4,False
sample_2,1704,D0184,remote,39.8,False
sample_2,1704,D0185,suburban,57.8,False
sample_2,1704,D0186,suburban,16.5,False
sample_2,1704,D0187,central,21.5,False
sample_2,1704,D0188,suburban,29.8,False
sample_2,1704,D0189,central,22.5,False
sample_2,1704,D0190,central,25.8,False
sample_2,1704,D0191,central,26.4,False
sample_2,1704,D0192,central,14.5,False
sample_2,1704,D0193,suburban,30.8,False
sample_2,1704,D0194,remote,18.2,False
sample_2,1704,D0195,central,62.7,True
sample_2,1704,D0196,suburban,28.3,False
sample_2,1704,D0197,remote,27.2,False
sample_2,1704,D0198,suburban,36.0,False
sample_2,1704,D0199,suburban,19.0,False
sample_2,1704,D0200,suburban,41.0,False
sample_2,1704,D0201,suburban,38.8,False
sample_2,1704,D0202,remote,16.2,False
sample_2,1704,D0203,suburban,34.8,False
sample_2,1704,D0204,central,20.0,False
sample_2,1704,D0205,central,23.7,False
sample_2,1704,D0206,central,21.8,False
sample_2,1704,D0207,suburban,51.3,False
sample_2,1704,D0208,remote,19.8,False
sample_2,1704,D0209,central,48.4,False
sample_2,1704,D0210,remote,34.2,False
sample_2,1704,D0211,central,36.1,False
sample_2,1704,D0212,suburban,41.0,False
sample_2,1704,D0213,central,34.5,False
sample_2,1704,D0214,suburban,28.7,False
sample_2,1704,D0215,central,27.5,False
sample_2,1704,D0216,central,30.8,False
sample_2,1704,D0217,central,25.1,False
sample_2,1704,D0218,suburban,47.3,False
sample_2,1704,D0219,suburban,23.7,False
sample_2,1704,D0220,central,22.3,False
sample_2,1704,D0221,central,19.0,False
sample_2,1704,D0222,suburban,28.8,False
sample_2,1704,D0223,central,18.5,False
sample_2,1704,D0224,remote,26.5,False
sample_2,1704,D0225,suburban,46.1,False
sample_2,1704,D0226,central,35.4,False
sample_2,1704,D0227,remote,24.1,False
sample_2,1704,D0228,central,58.2,False
sample_2,1704,D0229,central,43.9,False
sample_2,1704,D0230,central,19.5,False
sample_2,1704,D0231,suburban,25.0,False
sample_2,1704,D0232,remote,16.3,False
sample_2,1704,D0233,central,124.1,True
sample_2,1704,D0234,suburban,32.9,False
sample_2,1704,D0235,central,34.9,False
sample_2,1704,D0236,central,31.0,False
sample_2,1704,D0237,suburban,20.8,False
sample_2,1704,D0238,suburban,44.4,False
sample_2,1704,D0239,suburban,33.1,False
sample_2,1704,D0240,suburban,58.9,False
sample_2,1704,D0241,remote,44.3,False
sample_2,1704,D0242,remote,47.7,False
sample_2,1704,D0243,suburban,53.6,False
sample_2,1704,D0244,suburban,41.0,False
sample_2,1704,D0245,central,62.9,True
sample_2,1704,D0246,suburban,40.3,False
sample_2,1704,D0247,central,28.7,False
sample_2,1704,D0248,suburban,51.4,False
sample_2,1704,D0249,central,10.9,False
sample_2,1704,D0250,remote,23.4,False
sample_2,1704,D0251,central,38.2,False
sample_2,1704,D0252,central,29.4,False
sample_2,1704,D0253,suburban,84.5,True
sample_2,1704,D0254,remote,28.0,False
sample_2,1704,D0255,central,18.1,False
sample_2,1704,D0256,central,30.2,False
sample_2,1704,D0257,central,22.0,False
sample_2,1704,D0258,central,57.1,False
sample_2,1704,D0259,suburban,34.5,False
sample_2,1704,D0260,central,36.9,False
sample_2,1704,D0261,central,18.7,False
sample_2,1704,D0262,suburban,61.6,True
sample_2,1704,D0263,suburban,27.2,False
sample_2,1704,D0264,suburban,34.7,False
sample_2,1704,D0265,suburban,52.3,False
sample_2,1704,D0266,central,23.5,False
sample_2,1704,D0267,suburban,14.7,False
sample_2,1704,D0268,central,39.1,False
sample_2,1704,D0269,central,40.6,False
sample_2,1704,D0270,central,26.0,False
sample_2,1704,D0271,suburban,51.7,False
sample_2,1704,D0272,central,53.5,False
sample_2,1704,D0273,central,26.6,False
sample_2,1704,D0274,suburban,37.4,False
sample_2,1704,D0275,suburban,30.9,False
sample_2,1704,D0276,remote,46.6,False
sample_2,1704,D0277,central,29.2,False
sample_2,1704,D0278,central,73.2,True
sample_2,1704,D0279,suburban,48.4,False
sample_2,1704,D0280,suburban,22.1,False
sample_2,1704,D0281,central,25.3,False
sample_2,1704,D0282,remote,15.5,False
sample_2,1704,D0283,central,23.4,False
sample_2,1704,D0284,central,31.2,False
sample_2,1704,D0285,central,23.4,False
sample_2,1704,D0286,central,28.1,False
sample_2,1704,D0287,central,20.4,False
sample_2,1704,D0288,central,46.5,False
sample_2,1704,D0289,central,44.6,False
sample_2,1704,D0290,central,32.9,False
sample_2,1704,D0291,remote,39.4,False
sample_2,1704,D0292,central,33.1,False
sample_2,1704,D0293,suburban,23.0,False
sample_2,1704,D0294,remote,29.4,False
sample_2,1704,D0295,suburban,22.8,False
sample_2,1704,D0296,central,43.1,False
sample_2,1704,D0297,central,51.6,False
sample_2,1704,D0298,central,65.2,True
sample_2,1704,D0299,suburban,16.7,False
sample_2,1704,D0300,suburban,57.4,False
sample_2,1704,D0301,remote,24.7,False
sample_2,1704,D0302,central,30.7,False
sample_2,1704,D0303,suburban,61.3,True
sample_2,1704,D0304,central,79.4,True
sample_2,1704,D0305,suburban,27.9,False
sample_2,1704,D0306,central,63.3,True
sample_2,1704,D0307,suburban,27.1,False
sample_2,1704,D0308,central,17.7,False
sample_2,1704,D0309,remote,60.9,True
sample_2,1704,D0310,central,29.3,False
sample_2,1704,D0311,central,35.5,False
sample_2,1704,D0312,central,25.3,False
sample_2,1704,D0313,suburban,13.9,False
sample_2,1704,D0314,central,32.3,False
sample_2,1704,D0315,central,18.7,False
sample_2,1704,D0316,central,45.0,False
sample_2,1704,D0317,suburban,44.5,False
sample_2,1704,D0318,central,120.8,True
sample_2,1704,D0319,suburban,23.0,False
sample_2,1704,D0320,remote,23.5,False
sample_2,1704,D0321,suburban,47.6,False
sample_2,1704,D0322,central,37.0,False
sample_2,1704,D0323,suburban,14.0,False
sample_2,1704,D0324,suburban,61.7,True
sample_2,1704,D0325,suburban,26.8,False
sample_2,1704,D0326,suburban,14.4,False
sample_2,1704,D0327,central,64.0,True
sample_2,1704,D0328,central,38.4,False
sample_2,1704,D0329,central,30.6,False
sample_2,1704,D0330,central,39.2,False
sample_2,1704,D0331,remote,18.5,False
sample_2,1704,D0332,central,29.0,False
