sample_id,seed,trial,result,is_head,cumulative_heads,relative_frequency_heads
sample_1,702,67,H,True,38,0.5671641791044776
sample_1,702,68,T,False,38,0.5588235294117647
sample_1,702,69,T,False,38,0.5507246376811594
sample_1,702,70,T,False,38,0.5428571428571428
sample_1,702,71,T,False,38,0.5352112676056338
sample_1,702,72,H,True,39,0.5416666666666666
sample_1,702,73,H,True,40,0.547945205479452
sample_1,702,74,T,False,40,0.5405405405405406
sample_1,702,75,T,False,40,0.5333333333333333
sample_1,702,76,H,True,41,0.5394736842105263
sample_1,702,77,H,True,42,0.5454545454545454
sample_1,702,78,T,False,42,0.5384615384615384
sample_1,702,79,H,True,43,0.5443037974683544
sample_1,702,80,T,False,43,0.5375
sample_1,702,81,H,True,44,0.5432098765432098
sample_1,702,82,T,False,44,0.5365853658536586
sample_1,702,83,H,True,45,0.5421686746987951
sample_1,702,84,H,True,46,0.5476190476190477
sample_1,702,85,H,True,47,0.5529411764705883
sample_1,702,86,H,True,48,0.5581395348837209
sample_1,702,87,H,True,49,0.5632183908045977
sample_1,702,88,H,True,50,0.5681818181818182
sample_1,702,89,H,True,51,0.5730337078651685
sample_1,702,90,T,False,51,0.5666666666666667
sample_1,702,91,H,True,52,0.5714285714285714
sample_1,702,92,T,False,52,0.5652173913043478
sample_1,702,93,T,False,52,0.5591397849462365
sample_1,702,94,T,False,52,0.5531914893617021
sample_1,702,95,H,True,53,0.5578947368421052
sample_1,702,96,T,False,53,0.5520833333333334
sample_1,702,97,H,True,54,0.5567010309278351
sample_1,702,98,H,True,55,0.5612244897959183
sample_1,702,99,T,False,55,0.5555555555555556
sample_1,702,100,T,False,55,0.55
sample_1,702,101,T,False,55,0.5445544554455446
sample_1,702,102,H,True,56,0.5490196078431373
sample_1,702,103,H,True,57,0.5533980582524272
sample_1,702,104,T,False,57,0.5480769230769231
sample_1,702,105,H,True,58,0.5523809523809524
sample_1,702,106,T,False,58,0.5471698113207547
sample_1,702,107,T,False,58,0.5420560747663551
sample_1,702,108,H,True,59,0.5462962962962963
sample_1,702,109,T,False,59,0.5412844036697247
sample_1,702,110,H,True,60,0.5454545454545454
sample_1,702,111,H,True,61,0.5495495495495496
sample_1,702,112,T,False,61,0.5446428571428571
sample_1,702,113,H,True,62,0.5486725663716814
sample_1,702,114,T,False,62,0.543859649122807
sample_1,702,115,H,True,63,0.5478260869565217
sample_1,702,116,H,True,64,0.5517241379310345
sample_1,702,117,T,False,64,0.5470085470085471
sample_1,702,118,H,True,65,0.5508474576271186
sample_1,702,119,T,False,65,0.5462184873949579
sample_1,702,120,T,False,65,0.5416666666666666
sample_1,702,121,T,False,65,0.5371900826446281
sample_1,702,122,T,False,65,0.5327868852459017
sample_1,702,123,H,True,66,0.5365853658536586
sample_1,702,124,H,True,67,0.5403225806451613
sample_1,702,125,T,False,67,0.536
sample_1,702,126,H,True,68,0.5396825396825397
sample_1,702,127,T,False,68,0.5354330708661418
sample_1,702,128,H,True,69,0.5390625
sample_1,702,129,H,True,70,0.5426356589147286
sample_1,702,130,H,True,71,0.5461538461538461
sample_1,702,131,H,True,72,0.549618320610687
sample_1,702,132,H,True,73,0.553030303030303
sample_1,702,133,H,True,74,0.556390977443609
sample_1,702,134,H,True,75,0.5597014925373134
sample_1,702,135,H,True,76,0.562962962962963
sample_1,702,136,H,True,77,0.5661764705882353
sample_1,702,137,H,True,78,0.5693430656934306
sample_1,702,138,H,True,79,0.572463768115942
sample_1,702,139,T,False,79,0.5683453237410072
sample_1,702,140,H,True,80,0.5714285714285714
sample_1,702,141,T,False,80,0.5673758865248227
sample_1,702,142,T,False,80,0.5633802816901409
sample_1,702,143,T,False,80,0.5594405594405595
sample_1,702,144,T,False,80,0.5555555555555556
sample_1,702,145,H,True,81,0.5586206896551724
sample_1,702,146,T,False,81,0.5547945205479452
sample_1,702,147,T,False,81,0.5510204081632653
sample_1,702,148,H,True,82,0.5540540540540541
sample_1,702,149,H,True,83,0.5570469798657718
sample_1,702,150,H,True,84,0.56
sample_1,702,151,H,True,85,0.5629139072847682
sample_1,702,152,H,True,86,0.5657894736842105
sample_1,702,153,T,False,86,0.5620915032679739
sample_1,702,154,H,True,87,0.564935064935065
sample_1,702,155,T,False,87,0.5612903225806452
sample_1,702,156,H,True,88,0.5641025641025641
sample_1,702,157,T,False,88,0.5605095541401274
sample_1,702,158,T,False,88,0.5569620253164557
sample_1,702,159,T,False,88,0.5534591194968553
sample_1,702,160,T,False,88,0.55
sample_1,702,161,T,False,88,0.546583850931677
sample_1,702,162,H,True,89,0.5493827160493827
sample_1,702,163,T,False,89,0.5460122699386503
sample_1,702,164,T,False,89,0.5426829268292683
sample_1,702,165,T,False,89,0.5393939393939394
sample_1,702,166,T,False,89,0.536144578313253
sample_1,702,167,T,False,89,0.5329341317365269
sample_1,702,168,T,False,89,0.5297619047619048
sample_1,702,169,H,True,90,0.5325443786982249
sample_1,702,170,T,False,90,0.5294117647058824
sample_1,702,171,H,True,91,0.5321637426900585
sample_1,702,172,T,False,91,0.5290697674418605
sample_1,702,173,H,True,92,0.5317919075144508
sample_1,702,174,H,True,93,0.5344827586206896
sample_1,702,175,T,False,93,0.5314285714285715
sample_1,702,176,T,False,93,0.5284090909090909
sample_1,702,177,H,True,94,0.5310734463276836
sample_1,702,178,H,True,95,0.5337078651685393
sample_1,702,179,T,False,95,0.5307262569832403
sample_1,702,180,H,True,96,0.5333333333333333
sample_1,702,181,H,True,97,0.5359116022099447
sample_1,702,182,H,True,98,0.5384615384615384
sample_1,702,183,T,False,98,0.5355191256830601
sample_1,702,184,H,True,99,0.5380434782608695
sample_1,702,185,T,False,99,0.5351351351351351
sample_1,702,186,T,False,99,0.532258064516129
sample_1,702,187,T,False,99,0.5294117647058824
sample_1,702,188,T,False,99,0.526595744680851
sample_1,702,189,T,False,99,0.5238095238095238
sample_1,702,190,H,True,100,0.5263157894736842
sample_1,702,191,T,False,100,0.5235602094240838
sample_1,702,192,H,True,101,0.5260416666666666
sample_1,702,193,T,False,101,0.5233160621761658
sample_1,702,194,H,True,102,0.5257731958762887
sample_1,702,195,T,False,102,0.5230769230769231
sample_1,702,196,H,True,103,0.5255102040816326
sample_1,702,197,T,False,103,0.5228426395939086
sample_1,702,198,T,False,103,0.5202020202020202
sample_1,702,199,H,True,104,0.5226130653266332
sample_1,702,200,H,True,105,0.525
sample_1,702,201,H,True,106,0.527363184079602
sample_1,702,202,T,False,106,0.5247524752475248
sample_1,702,203,H,True,107,0.5270935960591133
sample_1,702,204,T,False,107,0.5245098039215687
sample_1,702,205,H,True,108,0.526829268292683
sample_1,702,206,T,False,108,0.5242718446601942
sample_1,702,207,H,True,109,0.5265700483091788
sample_1,702,208,T,False,109,0.5240384615384616
sample_1,702,209,T,False,109,0.5215311004784688
sample_1,702,210,T,False,109,0.5190476190476191
sample_1,702,211,H,True,110,0.5213270142180095
sample_1,702,212,T,False,110,0.5188679245283019
sample_1,702,213,H,True,111,0.5211267605633803
sample_1,702,214,T,False,111,0.5186915887850467
sample_1,702,215,H,True,112,0.5209302325581395
sample_1,702,216,H,True,113,0.5231481481481481
sample_1,702,217,T,False,113,0.5207373271889401
sample_1,702,218,H,True,114,0.5229357798165137
sample_1,702,219,H,True,115,0.5251141552511416
sample_1,702,220,H,True,116,0.5272727272727272
sample_1,702,221,H,True,117,0.5294117647058824
sample_1,702,222,T,False,117,0.527027027027027
sample_1,702,223,T,False,117,0.5246636771300448
sample_1,702,224,H,True,118,0.5267857142857143
sample_1,702,225,T,False,118,0.5244444444444445
sample_1,702,226,T,False,118,0.5221238938053098
sample_1,702,227,T,False,118,0.5198237885462555
sample_1,702,228,H,True,119,0.5219298245614035
sample_1,702,229,H,True,120,0.5240174672489083
sample_1,702,230,T,False,120,0.5217391304347826
sample_1,702,231,T,False,120,0.5194805194805194
sample_1,702,232,T,False,120,0.5172413793103449
sample_1,702,233,T,False,120,0.5150214592274678
sample_1,702,234,T,False,120,0.5128205128205128
sample_1,702,235,T,False,120,0.5106382978723404
sample_1,702,236,T,False,120,0.5084745762711864
sample_1,702,237,H,True,121,0.510548523206751
sample_1,702,238,T,False,121,0.5084033613445378
sample_1,702,239,H,True,122,0.5104602510460251
sample_1,702,240,H,True,123,0.5125
sample_1,702,241,H,True,124,0.5145228215767634
sample_1,702,242,H,True,125,0.5165289256198347
sample_1,702,243,T,False,125,0.51440329218107
sample_1,702,244,H,True,126,0.5163934426229508
sample_1,702,245,H,True,127,0.5183673469387755
sample_1,702,246,H,True,128,0.5203252032520326
sample_1,702,247,H,True,129,0.5222672064777328
sample_1,702,248,T,False,129,0.5201612903225806
sample_1,702,249,H,True,130,0.5220883534136547
sample_1,702,250,T,False,130,0.52
sample_1,702,251,T,False,130,0.5179282868525896
sample_1,702,252,H,True,131,0.5198412698412699
sample_1,702,253,T,False,131,0.5177865612648221
sample_1,702,254,H,True,132,0.5196850393700787
sample_1,702,255,T,False,132,0.5176470588235295
sample_1,702,256,H,True,133,0.51953125
sample_1,702,257,T,False,133,0.5175097276264592
sample_1,702,258,H,True,134,0.5193798449612403
sample_1,702,259,H,True,135,0.5212355212355212
sample_1,702,260,H,True,136,0.5230769230769231
sample_1,702,261,H,True,137,0.524904214559387
sample_1,702,262,H,True,138,0.5267175572519084
sample_1,702,263,H,True,139,0.5285171102661597
sample_1,702,264,H,True,140,0.5303030303030303
sample_1,702,265,H,True,141,0.5320754716981132
sample_1,702,266,T,False,141,0.5300751879699248
sample_1,702,267,H,True,142,0.5318352059925093
sample_1,702,268,H,True,143,0.5335820895522388
sample_1,702,269,T,False,143,0.5315985130111525
sample_1,702,270,T,False,143,0.5296296296296297
sample_1,702,271,T,False,143,0.5276752767527675
sample_1,702,272,H,True,144,0.5294117647058824
sample_1,702,273,T,False,144,0.5274725274725275
sample_1,702,274,T,False,144,0.5255474452554745
sample_1,702,275,T,False,144,0.5236363636363637
sample_1,702,276,T,False,144,0.5217391304347826
sample_1,702,277,H,True,145,0.5234657039711191
sample_1,702,278,H,True,146,0.5251798561151079
sample_1,702,279,T,False,146,0.5232974910394266
sample_1,702,280,T,False,146,0.5214285714285715
sample_1,702,281,T,False,146,0.5195729537366548
sample_1,702,282,T,False,146,0.5177304964539007
sample_1,702,283,H,True,147,0.519434628975265
sample_1,702,284,T,False,147,0.5176056338028169
sample_1,702,285,H,True,148,0.519298245614035
sample_1,702,286,T,False,148,0.5174825174825175
sample_1,702,287,T,False,148,0.5156794425087108
sample_1,702,288,H,True,149,0.5173611111111112
sample_1,702,289,H,True,150,0.5190311418685121
sample_1,702,290,T,False,150,0.5172413793103449
sample_1,702,291,H,True,151,0.5189003436426117
sample_1,702,292,T,False,151,0.5171232876712328
sample_1,702,293,H,True,152,0.5187713310580204
sample_1,702,294,T,False,152,0.5170068027210885
sample_1,702,295,T,False,152,0.5152542372881356
sample_1,702,296,T,False,152,0.5135135135135135
sample_1,702,297,H,True,153,0.5151515151515151
sample_1,702,298,H,True,154,0.5167785234899329
sample_1,702,299,T,False,154,0.5150501672240803
sample_1,702,300,H,True,155,0.5166666666666667
sample_1,702,301,T,False,155,0.5149501661129569
sample_1,702,302,T,False,155,0.5132450331125827
sample_1,702,303,T,False,155,0.5115511551155115
sample_1,702,304,T,False,155,0.5098684210526315
sample_1,702,305,H,True,156,0.5114754098360655
sample_1,702,306,T,False,156,0.5098039215686274
sample_1,702,307,T,False,156,0.50814332247557
sample_1,702,308,H,True,157,0.5097402597402597
sample_1,702,309,H,True,158,0.511326860841424
sample_1,702,310,H,True,159,0.5129032258064516
sample_1,702,311,H,True,160,0.5144694533762058
sample_1,702,312,T,False,160,0.5128205128205128
sample_1,702,313,H,True,161,0.5143769968051118
sample_1,702,314,T,False,161,0.5127388535031847
sample_1,702,315,T,False,161,0.5111111111111111
sample_1,702,316,H,True,162,0.5126582278481012
sample_1,702,317,H,True,163,0.5141955835962145
sample_1,702,318,T,False,163,0.5125786163522013
sample_1,702,319,H,True,164,0.5141065830721003
sample_1,702,320,H,True,165,0.515625
sample_1,702,321,H,True,166,0.5171339563862928
sample_1,702,322,T,False,166,0.515527950310559
sample_1,702,323,T,False,166,0.5139318885448917
sample_1,702,324,H,True,167,0.5154320987654321
sample_1,702,325,T,False,167,0.5138461538461538
sample_1,702,326,H,True,168,0.5153374233128835
sample_1,702,327,H,True,169,0.5168195718654435
sample_1,702,328,H,True,170,0.5182926829268293
sample_1,702,329,H,True,171,0.5197568389057751
sample_1,702,330,T,False,171,0.5181818181818182
sample_1,702,331,H,True,172,0.5196374622356495
sample_1,702,332,H,True,173,0.5210843373493976
sample_1,702,333,H,True,174,0.5225225225225225
sample_1,702,334,H,True,175,0.5239520958083832
sample_1,702,335,H,True,176,0.5253731343283582
sample_1,702,336,H,True,177,0.5267857142857143
sample_1,702,337,H,True,178,0.5281899109792285
sample_1,702,338,H,True,179,0.5295857988165681
sample_1,702,339,H,True,180,0.5309734513274337
sample_1,702,340,T,False,180,0.5294117647058824
sample_1,702,341,H,True,181,0.530791788856305
sample_1,702,342,T,False,181,0.5292397660818714
sample_1,702,343,T,False,181,0.5276967930029155
sample_1,702,344,T,False,181,0.5261627906976745
sample_1,702,345,H,True,182,0.527536231884058
sample_1,702,346,T,False,182,0.5260115606936416
sample_1,702,347,H,True,183,0.5273775216138329
sample_1,702,348,H,True,184,0.5287356321839081
sample_1,702,349,H,True,185,0.5300859598853869
sample_1,702,350,T,False,185,0.5285714285714286
sample_1,702,351,H,True,186,0.5299145299145299
sample_1,702,352,H,True,187,0.53125
sample_1,702,353,T,False,187,0.5297450424929179
sample_1,702,354,H,True,188,0.5310734463276836
sample_1,702,355,H,True,189,0.532394366197183
sample_1,702,356,T,False,189,0.5308988764044944
sample_1,702,357,H,True,190,0.5322128851540616
sample_1,702,358,H,True,191,0.5335195530726257
sample_1,702,359,H,True,192,0.5348189415041783
sample_1,702,360,H,True,193,0.5361111111111111
sample_1,702,361,T,False,193,0.5346260387811634
sample_1,702,362,T,False,193,0.5331491712707183
sample_1,702,363,T,False,193,0.5316804407713499
sample_1,702,364,H,True,194,0.532967032967033
sample_1,702,365,H,True,195,0.5342465753424658
sample_1,702,366,T,False,195,0.5327868852459017
sample_1,702,367,H,True,196,0.5340599455040872
sample_1,702,368,H,True,197,0.5353260869565217
sample_1,702,369,T,False,197,0.5338753387533876
sample_1,702,370,H,True,198,0.5351351351351351
sample_1,702,371,H,True,199,0.5363881401617251
sample_1,702,372,T,False,199,0.5349462365591398
sample_1,702,373,H,True,200,0.5361930294906166
sample_1,702,374,T,False,200,0.5347593582887701
sample_1,702,375,T,False,200,0.5333333333333333
sample_1,702,376,T,False,200,0.5319148936170213
sample_1,702,377,H,True,201,0.53315649867374
sample_1,702,378,H,True,202,0.5343915343915344
sample_1,702,379,H,True,203,0.5356200527704486
sample_1,702,380,H,True,204,0.5368421052631579
sample_1,702,381,T,False,204,0.5354330708661418
sample_1,702,382,H,True,205,0.5366492146596858
sample_1,702,383,T,False,205,0.5352480417754569
sample_1,702,384,T,False,205,0.5338541666666666
sample_1,702,385,H,True,206,0.535064935064935
sample_1,702,386,T,False,206,0.533678756476684
sample_1,702,387,T,False,206,0.5322997416020672
sample_1,702,388,H,True,207,0.5335051546391752
sample_1,702,389,T,False,207,0.532133676092545
sample_1,702,390,H,True,208,0.5333333333333333
sample_1,702,391,T,False,208,0.5319693094629157
sample_1,702,392,H,True,209,0.5331632653061225
sample_1,702,393,T,False,209,0.5318066157760815
sample_1,702,394,H,True,210,0.5329949238578681
sample_1,702,395,T,False,210,0.5316455696202531
sample_1,702,396,T,False,210,0.5303030303030303
sample_1,702,397,H,True,211,0.5314861460957179
sample_1,702,398,T,False,211,0.5301507537688442
sample_1,702,399,H,True,212,0.531328320802005
sample_1,702,400,H,True,213,0.5325
sample_1,702,401,H,True,214,0.5336658354114713
sample_1,702,402,H,True,215,0.5348258706467661
sample_1,702,403,H,True,216,0.5359801488833746
sample_1,702,404,H,True,217,0.5371287128712872
sample_1,702,405,T,False,217,0.5358024691358024
sample_1,702,406,T,False,217,0.5344827586206896
sample_1,702,407,T,False,217,0.5331695331695332
sample_1,702,408,H,True,218,0.5343137254901961
sample_1,702,409,T,False,218,0.5330073349633252
sample_1,702,410,T,False,218,0.5317073170731708
sample_1,702,411,T,False,218,0.5304136253041363
sample_1,702,412,T,False,218,0.529126213592233
sample_1,702,413,H,True,219,0.5302663438256658
sample_1,702,414,T,False,219,0.5289855072463768
sample_1,702,415,T,False,219,0.5277108433734939
sample_1,702,416,T,False,219,0.5264423076923077
sample_1,702,417,T,False,219,0.5251798561151079
sample_1,702,418,T,False,219,0.5239234449760766
sample_1,702,419,H,True,220,0.5250596658711217
sample_1,702,420,T,False,220,0.5238095238095238
sample_1,702,421,T,False,220,0.5225653206650831
sample_1,702,422,T,False,220,0.5213270142180095
sample_1,702,423,T,False,220,0.5200945626477541
sample_1,702,424,T,False,220,0.5188679245283019
sample_1,702,425,T,False,220,0.5176470588235295
sample_1,702,426,H,True,221,0.5187793427230047
sample_1,702,427,H,True,222,0.5199063231850117
sample_1,702,428,T,False,222,0.5186915887850467
sample_1,702,429,T,False,222,0.5174825174825175
sample_1,702,430,H,True,223,0.5186046511627908
sample_1,702,431,T,False,223,0.5174013921113689
sample_1,702,432,T,False,223,0.5162037037037037
sample_1,702,433,T,False,223,0.5150115473441108
sample_1,702,434,H,True,224,0.5161290322580645
sample_1,702,435,H,True,225,0.5172413793103449
sample_1,702,436,H,True,226,0.518348623853211
sample_1,702,437,T,False,226,0.517162471395881
sample_1,702,438,H,True,227,0.5182648401826484
sample_1,702,439,T,False,227,0.5170842824601367
sample_1,702,440,H,True,228,0.5181818181818182
sample_1,702,441,H,True,229,0.5192743764172335
sample_1,702,442,T,False,229,0.5180995475113123
sample_1,702,443,T,False,229,0.5169300225733634
sample_1,702,444,H,True,230,0.5180180180180181
sample_1,702,445,T,False,230,0.5168539325842697
sample_1,702,446,H,True,231,0.5179372197309418
sample_1,702,447,H,True,232,0.5190156599552572
sample_1,702,448,H,True,233,0.5200892857142857
sample_1,702,449,T,False,233,0.5189309576837416
sample_1,702,450,T,False,233,0.5177777777777778
sample_1,702,451,H,True,234,0.5188470066518847
sample_1,702,452,H,True,235,0.5199115044247787
sample_1,702,453,H,True,236,0.5209713024282561
sample_1,702,454,H,True,237,0.5220264317180616
sample_1,702,455,H,True,238,0.5230769230769231
sample_1,702,456,T,False,238,0.5219298245614035
sample_1,702,457,T,False,238,0.5207877461706784
sample_1,702,458,H,True,239,0.5218340611353712
sample_1,702,459,H,True,240,0.5228758169934641
sample_1,702,460,H,True,241,0.5239130434782608
sample_1,702,461,H,True,242,0.5249457700650759
sample_1,702,462,T,False,242,0.5238095238095238
sample_1,702,463,H,True,243,0.5248380129589633
sample_1,702,464,H,True,244,0.5258620689655172
sample_1,702,465,T,False,244,0.524731182795699
sample_1,702,466,H,True,245,0.5257510729613734
sample_1,702,467,T,False,245,0.5246252676659529
sample_1,702,468,T,False,245,0.5235042735042735
sample_1,702,469,T,False,245,0.5223880597014925
sample_1,702,470,H,True,246,0.5234042553191489
sample_1,702,471,T,False,246,0.5222929936305732
sample_1,702,472,H,True,247,0.5233050847457628
sample_1,702,473,T,False,247,0.5221987315010571
sample_1,702,474,T,False,247,0.5210970464135021
sample_1,702,475,T,False,247,0.52
sample_1,702,476,H,True,248,0.5210084033613446
sample_1,702,477,H,True,249,0.5220125786163522
sample_1,702,478,H,True,250,0.5230125523012552
sample_1,702,479,T,False,250,0.5219206680584552
sample_1,702,480,T,False,250,0.5208333333333334
sample_1,702,481,T,False,250,0.5197505197505198
sample_1,702,482,H,True,251,0.520746887966805
sample_1,702,483,T,False,251,0.5196687370600414
sample_1,702,484,T,False,251,0.518595041322314
sample_1,702,485,T,False,251,0.5175257731958763
sample_1,702,486,T,False,251,0.5164609053497943
sample_1,702,487,H,True,252,0.5174537987679672
sample_1,702,488,T,False,252,0.5163934426229508
sample_1,702,489,H,True,253,0.5173824130879345
sample_1,702,490,H,True,254,0.5183673469387755
sample_1,702,491,T,False,254,0.5173116089613035
sample_1,702,492,H,True,255,0.5182926829268293
sample_1,702,493,H,True,256,0.5192697768762677
sample_1,702,494,H,True,257,0.520242914979757
sample_1,702,495,H,True,258,0.5212121212121212
sample_1,702,496,H,True,259,0.5221774193548387
sample_1,702,497,T,False,259,0.5211267605633803
sample_1,702,498,H,True,260,0.5220883534136547
sample_1,702,499,H,True,261,0.5230460921843687
sample_1,702,500,H,True,262,0.524
sample_1,702,501,H,True,263,0.5249500998003992
sample_1,702,502,H,True,264,0.5258964143426295
sample_1,702,503,H,True,265,0.5268389662027833
sample_1,702,504,H,True,266,0.5277777777777778
sample_1,702,505,T,False,266,0.5267326732673268
sample_1,702,506,T,False,266,0.525691699604743
sample_1,702,507,H,True,267,0.5266272189349113
sample_1,702,508,T,False,267,0.5255905511811023
sample_1,702,509,T,False,267,0.5245579567779961
sample_1,702,510,H,True,268,0.5254901960784314
sample_1,702,511,H,True,269,0.5264187866927593
sample_1,702,512,H,True,270,0.52734375
sample_1,702,513,T,False,270,0.5263157894736842
sample_1,702,514,T,False,270,0.5252918287937743
sample_1,702,515,H,True,271,0.5262135922330097
sample_1,702,516,T,False,271,0.5251937984496124
sample_1,702,517,H,True,272,0.5261121856866537
sample_1,702,518,H,True,273,0.527027027027027
sample_1,702,519,H,True,274,0.5279383429672447
sample_1,702,520,T,False,274,0.5269230769230769
sample_1,702,521,T,False,274,0.525911708253359
sample_1,702,522,T,False,274,0.524904214559387
sample_1,702,523,H,True,275,0.5258126195028681
sample_1,702,524,T,False,275,0.5248091603053435
sample_1,702,525,T,False,275,0.5238095238095238
sample_1,702,526,H,True,276,0.5247148288973384
sample_1,702,527,T,False,276,0.523719165085389
sample_1,702,528,H,True,277,0.5246212121212122
sample_1,702,529,T,False,277,0.5236294896030246
sample_1,702,530,T,False,277,0.5226415094339623
sample_1,702,531,H,True,278,0.5235404896421846
sample_1,702,532,H,True,279,0.5244360902255639
sample_1,702,533,T,False,279,0.5234521575984991
sample_1,702,534,T,False,279,0.5224719101123596
sample_1,702,535,H,True,280,0.5233644859813084
sample_1,702,536,T,False,280,0.5223880597014925
sample_1,702,537,H,True,281,0.5232774674115456
sample_1,702,538,H,True,282,0.5241635687732342
sample_1,702,539,T,False,282,0.5231910946196661
sample_1,702,540,H,True,283,0.524074074074074
sample_1,702,541,H,True,284,0.5249537892791127
sample_1,702,542,H,True,285,0.525830258302583
sample_1,702,543,T,False,285,0.5248618784530387
sample_1,702,544,H,True,286,0.5257352941176471
sample_1,702,545,T,False,286,0.5247706422018349
sample_1,702,546,H,True,287,0.5256410256410257
sample_1,702,547,T,False,287,0.5246800731261426
sample_1,702,548,H,True,288,0.5255474452554745
sample_1,702,549,T,False,288,0.5245901639344263
sample_1,702,550,H,True,289,0.5254545454545455
sample_1,702,551,H,True,290,0.5263157894736842
sample_1,702,552,T,False,290,0.5253623188405797
sample_1,702,553,H,True,291,0.5262206148282098
sample_1,702,554,T,False,291,0.5252707581227437
sample_1,702,555,T,False,291,0.5243243243243243
sample_1,702,556,T,False,291,0.5233812949640287
sample_1,702,557,H,True,292,0.5242369838420108
sample_1,702,558,H,True,293,0.525089605734767
sample_1,702,559,T,False,293,0.5241502683363148
sample_1,702,560,H,True,294,0.525
sample_1,702,561,T,False,294,0.5240641711229946
sample_1,702,562,H,True,295,0.5249110320284698
sample_1,702,563,H,True,296,0.5257548845470693
sample_1,702,564,H,True,297,0.526595744680851
sample_1,702,565,T,False,297,0.5256637168141592
sample_1,702,566,T,False,297,0.5247349823321554
sample_1,702,567,T,False,297,0.5238095238095238
sample_1,702,568,H,True,298,0.5246478873239436
sample_1,702,569,T,False,298,0.523725834797891
sample_1,702,570,T,False,298,0.5228070175438596
sample_1,702,571,H,True,299,0.5236427320490368
sample_1,702,572,H,True,300,0.5244755244755245
sample_1,702,573,H,True,301,0.525305410122164
sample_1,702,574,T,False,301,0.524390243902439
sample_1,702,575,H,True,302,0.5252173913043479
sample_1,702,576,H,True,303,0.5260416666666666
sample_1,702,577,H,True,304,0.5268630849220104
sample_1,702,578,H,True,305,0.527681660899654
sample_1,702,579,H,True,306,0.5284974093264249
sample_1,702,580,T,False,306,0.5275862068965518
sample_1,702,581,H,True,307,0.5283993115318416
sample_1,702,582,H,True,308,0.5292096219931272
sample_1,702,583,H,True,309,0.5300171526586621
sample_1,702,584,T,False,309,0.5291095890410958
sample_1,702,585,T,False,309,0.5282051282051282
sample_1,702,586,H,True,310,0.5290102389078498
sample_1,702,587,T,False,310,0.5281090289608177
sample_1,702,588,H,True,311,0.5289115646258503
