sample_id,seed,order_id,date,warehouse,product_group,quantity,returned
sample_1,709,O00106,2026-04-17,east,engine,2,False
sample_1,709,O00107,2026-04-08,central,brakes,3,False
sample_1,709,O00108,2026-04-06,south,electrical,3,False
sample_1,709,O00109,2026-04-18,north,electrical,5,False
sample_1,709,O00110,2026-04-11,west,suspension,3,False
sample_1,709,O00111,2026-04-17,west,electrical,1,False
sample_1,709,O00112,2026-04-26,east,suspension,2,False
sample_1,709,O00113,2026-04-29,central,electrical,2,False
sample_1,709,O00114,2026-04-08,west,brakes,3,False
sample_1,709,O00115,2026-04-23,east,filters,2,False
sample_1,709,O00116,2026-04-22,north,filters,4,False
sample_1,709,O00117,2026-04-08,west,filters,4,False
sample_1,709,O00118,2026-04-10,north,suspension,2,False
sample_1,709,O00119,2026-04-14,central,suspension,5,False
sample_1,709,O00120,2026-04-12,south,engine,1,False
sample_1,709,O00121,2026-04-12,north,suspension,2,False
sample_1,709,O00122,2026-04-17,east,filters,4,True
sample_1,709,O00123,2026-04-27,north,electrical,2,False
sample_1,709,O00124,2026-04-18,west,electrical,3,False
sample_1,709,O00125,2026-04-24,north,brakes,2,False
sample_1,709,O00126,2026-04-01,east,suspension,2,False
sample_1,709,O00127,2026-04-30,south,filters,5,False
sample_1,709,O00128,2026-04-04,east,suspension,1,False
sample_1,709,O00129,2026-04-23,south,filters,1,False
sample_1,709,O00130,2026-04-14,central,electrical,3,False
sample_1,709,O00131,2026-04-26,central,brakes,3,False
sample_1,709,O00132,2026-04-01,central,suspension,1,False
sample_1,709,O00133,2026-04-16,south,electrical,3,False
sample_1,709,O00134,2026-04-29,west,electrical,2,True
sample_1,709,O00135,2026-04-18,east,engine,1,False
sample_1,709,O00136,2026-04-07,north,filters,3,False
sample_1,709,O00137,2026-04-08,south,electrical,2,False
sample_1,709,O00138,2026-04-01,south,electrical,2,False
sample_1,709,O00139,2026-04-26,south,filters,7,True
sample_1,709,O00140,2026-04-14,north,electrical,2,False
sample_1,709,O00141,2026-04-23,central,filters,1,False
sample_1,709,O00142,2026-04-22,west,filters,6,False
sample_1,709,O00143,2026-04-15,south,suspension,4,False
sample_1,709,O00144,2026-04-23,east,electrical,4,False
sample_1,709,O00145,2026-04-14,north,filters,6,False
sample_1,709,O00146,2026-04-02,south,electrical,2,False
sample_1,709,O00147,2026-04-15,south,engine,1,False
sample_1,709,O00148,2026-04-16,north,filters,6,False
sample_1,709,O00149,2026-04-04,central,engine,2,False
sample_1,709,O00150,2026-04-06,east,filters,4,False
sample_1,709,O00151,2026-04-18,south,engine,2,False
sample_1,709,O00152,2026-04-10,east,suspension,2,False
sample_1,709,O00153,2026-04-17,west,electrical,2,False
sample_1,709,O00154,2026-04-30,west,electrical,2,True
sample_1,709,O00155,2026-04-24,south,suspension,4,False
sample_1,709,O00156,2026-04-17,west,filters,3,False
sample_1,709,O00157,2026-04-25,east,suspension,3,False
sample_1,709,O00158,2026-04-21,west,electrical,1,False
sample_1,709,O00159,2026-04-04,west,engine,1,False
sample_1,709,O00160,2026-04-13,east,filters,1,False
sample_1,709,O00161,2026-04-13,central,brakes,3,False
sample_1,709,O00162,2026-04-28,south,brakes,3,False
sample_1,709,O00163,2026-04-15,central,filters,4,False
sample_1,709,O00164,2026-04-07,west,electrical,2,False
sample_1,709,O00165,2026-04-15,east,engine,3,False
sample_1,709,O00166,2026-04-16,north,engine,3,False
sample_1,709,O00167,2026-04-21,central,filters,6,False
sample_1,709,O00168,2026-04-18,west,filters,4,False
sample_1,709,O00169,2026-04-17,west,suspension,1,False
sample_1,709,O00170,2026-04-21,east,filters,6,False
sample_1,709,O00171,2026-04-26,east,engine,2,True
sample_1,709,O00172,2026-04-13,south,electrical,3,False
sample_1,709,O00173,2026-04-18,north,suspension,3,False
sample_1,709,O00174,2026-04-22,north,engine,2,False
sample_1,709,O00175,2026-04-13,central,engine,2,False
sample_1,709,O00176,2026-04-18,east,engine,3,True
sample_1,709,O00177,2026-04-03,south,brakes,4,False
sample_1,709,O00178,2026-04-22,central,filters,5,False
sample_1,709,O00179,2026-04-17,west,filters,3,True
sample_1,709,O00180,2026-04-30,north,filters,9,False
sample_1,709,O00181,2026-04-14,north,filters,4,False
sample_1,709,O00182,2026-04-28,east,engine,4,True
sample_1,709,O00183,2026-04-13,east,brakes,3,False
sample_1,709,O00184,2026-04-23,north,brakes,5,False
sample_1,709,O00185,2026-04-05,south,filters,2,False
sample_1,709,O00186,2026-04-04,south,filters,8,False
sample_1,709,O00187,2026-04-09,south,brakes,1,False
sample_1,709,O00188,2026-04-10,west,brakes,3,False
sample_1,709,O00189,2026-04-20,south,brakes,5,False
sample_1,709,O00190,2026-04-20,central,electrical,3,False
sample_1,709,O00191,2026-04-03,south,electrical,3,True
sample_1,709,O00192,2026-04-02,central,engine,2,False
sample_1,709,O00193,2026-04-02,north,filters,3,False
sample_1,709,O00194,2026-04-14,central,filters,5,False
sample_1,709,O00195,2026-04-23,east,suspension,2,False
sample_1,709,O00196,2026-04-25,north,brakes,1,False
sample_1,709,O00197,2026-04-04,central,brakes,2,False
sample_1,709,O00198,2026-04-29,central,filters,1,False
sample_1,709,O00199,2026-04-03,north,electrical,1,False
sample_1,709,O00200,2026-04-30,north,suspension,2,True
sample_1,709,O00201,2026-04-06,north,electrical,3,False
sample_1,709,O00202,2026-04-21,central,engine,6,False
sample_1,709,O00203,2026-04-01,central,brakes,2,False
sample_1,709,O00204,2026-04-17,south,engine,3,False
sample_1,709,O00205,2026-04-25,north,filters,3,False
sample_1,709,O00206,2026-04-07,north,electrical,2,False
sample_1,709,O00207,2026-04-13,central,suspension,1,False
sample_1,709,O00208,2026-04-02,central,engine,2,False
sample_1,709,O00209,2026-04-11,central,filters,6,False
sample_1,709,O00210,2026-04-29,central,suspension,3,False
sample_1,709,O00211,2026-04-16,central,suspension,3,False
sample_1,709,O00212,2026-04-01,south,engine,3,False
sample_1,709,O00213,2026-04-17,west,brakes,2,False
sample_1,709,O00214,2026-04-07,south,brakes,5,False
sample_1,709,O00215,2026-04-06,south,suspension,2,False
sample_1,709,O00216,2026-04-05,central,filters,3,False
sample_1,709,O00217,2026-04-14,north,brakes,5,False
sample_1,709,O00218,2026-04-01,west,brakes,4,False
sample_1,709,O00219,2026-04-01,west,filters,5,False
sample_1,709,O00220,2026-04-11,west,suspension,5,False
sample_1,709,O00221,2026-04-20,east,suspension,1,True
sample_1,709,O00222,2026-04-08,central,filters,3,False
sample_1,709,O00223,2026-04-20,east,engine,1,False
sample_1,709,O00224,2026-04-17,west,filters,3,False
sample_1,709,O00225,2026-04-12,east,filters,6,False
sample_1,709,O00226,2026-04-16,north,electrical,3,False
sample_1,709,O00227,2026-04-27,central,brakes,1,False
sample_1,709,O00228,2026-04-12,south,filters,1,True
sample_1,709,O00229,2026-04-27,central,electrical,1,False
sample_1,709,O00230,2026-04-21,west,electrical,2,False
sample_1,709,O00231,2026-04-03,north,brakes,4,False
sample_1,709,O00232,2026-04-07,north,filters,1,False
sample_1,709,O00233,2026-04-10,south,engine,2,False
sample_1,709,O00234,2026-04-12,south,filters,2,False
sample_1,709,O00235,2026-04-14,central,electrical,4,False
sample_1,709,O00236,2026-04-20,east,electrical,2,False
sample_1,709,O00237,2026-04-15,east,engine,1,True
sample_1,709,O00238,2026-04-27,west,suspension,1,False
sample_1,709,O00239,2026-04-26,west,engine,1,False
sample_1,709,O00240,2026-04-13,central,filters,3,False
sample_1,709,O00241,2026-04-15,east,brakes,3,False
sample_1,709,O00242,2026-04-30,east,filters,2,False
sample_1,709,O00243,2026-04-24,south,engine,1,False
sample_1,709,O00244,2026-04-29,north,electrical,3,False
sample_1,709,O00245,2026-04-08,west,brakes,3,False
sample_1,709,O00246,2026-04-23,south,brakes,5,False
sample_1,709,O00247,2026-04-21,north,filters,3,False
sample_1,709,O00248,2026-04-27,central,filters,6,True
sample_1,709,O00249,2026-04-11,west,filters,3,False
sample_1,709,O00250,2026-04-09,east,filters,4,False
sample_1,709,O00251,2026-04-13,north,electrical,3,False
sample_1,709,O00252,2026-04-27,east,filters,5,True
sample_1,709,O00253,2026-04-12,north,engine,3,False
sample_1,709,O00254,2026-04-07,central,electrical,2,False
sample_1,709,O00255,2026-04-08,west,suspension,1,True
sample_1,709,O00256,2026-04-30,central,brakes,4,False
sample_1,709,O00257,2026-04-26,north,suspension,1,False
sample_1,709,O00258,2026-04-26,central,filters,5,False
sample_1,709,O00259,2026-04-05,east,engine,2,False
sample_1,709,O00260,2026-04-01,south,electrical,2,False
sample_1,709,O00261,2026-04-07,central,suspension,3,False
sample_1,709,O00262,2026-04-04,central,electrical,3,False
sample_1,709,O00263,2026-04-10,north,brakes,4,False
sample_1,709,O00264,2026-04-24,central,filters,5,False
sample_1,709,O00265,2026-04-10,west,suspension,2,False
sample_1,709,O00266,2026-04-09,south,suspension,1,False
sample_1,709,O00267,2026-04-17,west,filters,3,False
sample_1,709,O00268,2026-04-06,west,filters,2,False
sample_1,709,O00269,2026-04-15,west,engine,4,False
sample_1,709,O00270,2026-04-28,north,filters,4,False
sample_1,709,O00271,2026-04-08,north,suspension,2,False
sample_1,709,O00272,2026-04-15,central,filters,4,False
sample_1,709,O00273,2026-04-28,north,filters,3,False
sample_1,709,O00274,2026-04-06,west,filters,3,False
sample_1,709,O00275,2026-04-09,east,electrical,3,False
sample_1,709,O00276,2026-04-28,east,filters,5,False
sample_1,709,O00277,2026-04-18,central,brakes,2,False
sample_1,709,O00278,2026-04-06,west,suspension,1,False
sample_1,709,O00279,2026-04-18,east,filters,2,False
sample_1,709,O00280,2026-04-24,central,electrical,2,False
sample_1,709,O00281,2026-04-08,north,filters,4,False
sample_1,709,O00282,2026-04-26,east,brakes,3,False
sample_1,709,O00283,2026-04-07,south,filters,7,False
sample_1,709,O00284,2026-04-24,west,electrical,2,False
sample_1,709,O00285,2026-04-16,east,engine,1,False
sample_1,709,O00286,2026-04-03,central,engine,3,False
sample_1,709,O00287,2026-04-19,west,filters,5,False
sample_1,709,O00288,2026-04-08,south,filters,2,True
sample_1,709,O00289,2026-04-12,west,electrical,5,False
sample_1,709,O00290,2026-04-30,central,engine,1,False
sample_1,709,O00291,2026-04-10,central,filters,3,False
sample_1,709,O00292,2026-04-04,central,brakes,3,False
sample_1,709,O00293,2026-04-26,west,brakes,2,False
sample_1,709,O00294,2026-04-07,central,engine,3,True
sample_1,709,O00295,2026-04-23,central,brakes,2,False
sample_1,709,O00296,2026-04-30,west,brakes,6,False
sample_1,709,O00297,2026-04-01,west,filters,5,False
sample_1,709,O00298,2026-04-21,central,brakes,1,False
sample_1,709,O00299,2026-04-22,north,brakes,4,False
sample_1,709,O00300,2026-04-10,east,brakes,2,False
sample_1,709,O00301,2026-04-06,south,filters,4,False
sample_1,709,O00302,2026-04-04,west,suspension,3,False
sample_1,709,O00303,2026-04-12,south,brakes,8,False
sample_1,709,O00304,2026-04-09,west,filters,4,False
sample_1,709,O00305,2026-04-26,central,engine,4,False
sample_1,709,O00306,2026-04-09,central,filters,5,False
sample_1,709,O00307,2026-04-15,central,suspension,4,False
sample_1,709,O00308,2026-04-08,central,filters,3,False
sample_1,709,O00309,2026-04-08,east,filters,5,False
sample_1,709,O00310,2026-04-29,south,filters,5,False
sample_1,709,O00311,2026-04-07,central,filters,6,False
sample_1,709,O00312,2026-04-28,east,electrical,1,False
sample_1,709,O00313,2026-04-19,central,filters,4,False
sample_1,709,O00314,2026-04-19,south,engine,2,False
sample_1,709,O00315,2026-04-06,south,electrical,1,False
sample_1,709,O00316,2026-04-28,south,engine,4,False
sample_1,709,O00317,2026-04-20,east,brakes,4,False
sample_1,709,O00318,2026-04-12,north,filters,4,False
sample_1,709,O00319,2026-04-21,south,filters,3,False
sample_1,709,O00320,2026-04-15,east,suspension,2,False
sample_1,709,O00321,2026-04-27,south,filters,4,False
sample_1,709,O00322,2026-04-22,west,electrical,5,False
sample_1,709,O00323,2026-04-08,central,filters,4,False
sample_1,709,O00324,2026-04-20,west,electrical,3,False
sample_1,709,O00325,2026-04-30,central,brakes,3,False
sample_1,709,O00326,2026-04-23,central,filters,2,False
sample_1,709,O00327,2026-04-02,west,filters,5,False
sample_1,709,O00328,2026-04-02,central,electrical,2,False
sample_1,709,O00329,2026-04-22,west,suspension,3,True
sample_1,709,O00330,2026-04-07,central,suspension,2,False
sample_1,709,O00331,2026-04-01,north,filters,4,False
sample_1,709,O00332,2026-04-15,south,electrical,4,False
sample_1,709,O00333,2026-04-03,north,filters,3,False
sample_1,709,O00334,2026-04-11,west,brakes,4,True
sample_1,709,O00335,2026-04-10,west,filters,4,False
sample_1,709,O00336,2026-04-23,west,filters,2,False
sample_1,709,O00337,2026-04-15,central,filters,9,False
sample_1,709,O00338,2026-04-28,north,engine,3,False
sample_1,709,O00339,2026-04-18,west,brakes,6,False
sample_1,709,O00340,2026-04-24,south,filters,6,False
sample_1,709,O00341,2026-04-24,south,engine,2,False
sample_1,709,O00342,2026-04-06,south,filters,5,False
sample_1,709,O00343,2026-04-19,east,brakes,6,False
sample_1,709,O00344,2026-04-01,east,engine,1,False
sample_1,709,O00345,2026-04-22,north,engine,2,False
sample_1,709,O00346,2026-04-14,central,engine,2,False
sample_1,709,O00347,2026-04-07,west,electrical,3,True
sample_1,709,O00348,2026-04-04,central,engine,3,False
sample_1,709,O00349,2026-04-14,west,suspension,4,False
sample_1,709,O00350,2026-04-15,west,engine,3,False
sample_1,709,O00351,2026-04-23,south,electrical,2,False
sample_1,709,O00352,2026-04-17,north,electrical,3,False
sample_1,709,O00353,2026-04-24,north,brakes,1,False
sample_1,709,O00354,2026-04-27,central,filters,6,False
sample_1,709,O00355,2026-04-18,central,filters,7,False
sample_1,709,O00356,2026-04-13,central,suspension,2,False
sample_1,709,O00357,2026-04-01,east,brakes,3,False
sample_1,709,O00358,2026-04-28,north,suspension,1,False
sample_1,709,O00359,2026-04-06,east,brakes,2,False
sample_1,709,O00360,2026-04-13,central,engine,2,False
sample_1,709,O00361,2026-04-14,south,filters,6,False
sample_1,709,O00362,2026-04-03,central,engine,2,False
sample_1,709,O00363,2026-04-26,central,brakes,3,False
sample_1,709,O00364,2026-04-13,west,electrical,1,False
sample_1,709,O00365,2026-04-20,central,filters,2,False
sample_1,709,O00366,2026-04-28,central,brakes,5,False
sample_1,709,O00367,2026-04-07,south,engine,1,False
sample_1,709,O00368,2026-04-07,central,filters,4,False
sample_1,709,O00369,2026-04-05,south,brakes,2,False
sample_1,709,O00370,2026-04-05,east,brakes,1,False
sample_1,709,O00371,2026-04-07,central,engine,3,False
sample_1,709,O00372,2026-04-06,central,brakes,5,False
sample_1,709,O00373,2026-04-19,south,engine,1,False
sample_1,709,O00374,2026-04-04,central,filters,8,False
sample_1,709,O00375,2026-04-01,central,filters,5,False
sample_1,709,O00376,2026-04-30,west,electrical,2,False
sample_1,709,O00377,2026-04-05,central,engine,4,False
sample_1,709,O00378,2026-04-26,south,filters,2,False
sample_1,709,O00379,2026-04-16,central,suspension,2,False
sample_1,709,O00380,2026-04-24,east,brakes,10,False
sample_1,709,O00381,2026-04-07,south,filters,5,False
sample_1,709,O00382,2026-04-08,central,suspension,2,False
sample_1,709,O00383,2026-04-18,north,suspension,2,False
sample_1,709,O00384,2026-04-02,west,electrical,2,False
sample_1,709,O00385,2026-04-19,central,electrical,2,False
sample_1,709,O00386,2026-04-22,central,engine,2,False
sample_1,709,O00387,2026-04-02,west,brakes,4,False
sample_1,709,O00388,2026-04-26,north,suspension,1,False
sample_1,709,O00389,2026-04-12,south,suspension,3,False
sample_1,709,O00390,2026-04-27,central,electrical,3,False
sample_1,709,O00391,2026-04-16,south,brakes,2,False
sample_1,709,O00392,2026-04-20,west,electrical,1,False
sample_1,709,O00393,2026-04-28,west,brakes,3,False
sample_1,709,O00394,2026-04-15,west,filters,3,False
sample_1,709,O00395,2026-04-26,south,suspension,3,False
sample_1,709,O00396,2026-04-17,west,filters,3,False
sample_1,709,O00397,2026-04-27,south,filters,5,False
sample_1,709,O00398,2026-04-06,south,filters,5,False
sample_1,709,O00399,2026-04-26,south,suspension,1,False
sample_1,709,O00400,2026-04-21,east,brakes,3,False
sample_1,709,O00401,2026-04-12,west,suspension,1,True
sample_1,709,O00402,2026-04-11,north,electrical,3,False
sample_1,709,O00403,2026-04-17,east,suspension,2,False
sample_1,709,O00404,2026-04-02,east,brakes,3,False
sample_1,709,O00405,2026-04-05,west,engine,4,False
sample_1,709,O00406,2026-04-28,central,electrical,1,False
sample_1,709,O00407,2026-04-15,central,filters,3,False
sample_1,709,O00408,2026-04-17,central,electrical,2,False
sample_1,709,O00409,2026-04-05,north,electrical,2,False
sample_1,709,O00410,2026-04-01,central,engine,1,False
sample_1,709,O00411,2026-04-30,north,brakes,2,False
sample_1,709,O00412,2026-04-30,west,filters,8,False
sample_1,709,O00413,2026-04-16,south,filters,7,False
sample_1,709,O00414,2026-04-10,central,filters,2,False
sample_1,709,O00415,2026-04-16,east,electrical,1,False
sample_1,709,O00416,2026-04-28,east,electrical,3,True
sample_1,709,O00417,2026-04-16,central,suspension,5,False
sample_1,709,O00418,2026-04-05,east,engine,2,False
sample_1,709,O00419,2026-04-19,east,filters,3,False
sample_1,709,O00420,2026-04-25,south,filters,3,False
sample_1,709,O00421,2026-04-14,central,brakes,3,False
sample_1,709,O00422,2026-04-24,central,suspension,1,False
sample_1,709,O00423,2026-04-24,central,engine,2,False
sample_1,709,O00424,2026-04-24,north,filters,1,False
sample_1,709,O00425,2026-04-18,south,engine,4,False
sample_1,709,O00426,2026-04-27,south,suspension,1,False
sample_1,709,O00427,2026-04-10,central,brakes,3,False
sample_1,709,O00428,2026-04-26,west,filters,5,False
sample_1,709,O00429,2026-04-08,south,brakes,4,False
sample_1,709,O00430,2026-04-23,north,filters,1,False
sample_1,709,O00431,2026-04-16,north,brakes,4,False
sample_1,709,O00432,2026-04-13,west,brakes,2,False
sample_1,709,O00433,2026-04-19,north,suspension,2,False
sample_1,709,O00434,2026-04-25,north,engine,1,False
sample_1,709,O00435,2026-04-10,north,electrical,2,False
sample_1,709,O00436,2026-04-01,central,electrical,1,False
sample_1,709,O00437,2026-04-14,north,engine,2,False
sample_1,709,O00438,2026-04-29,south,engine,1,False
sample_1,709,O00439,2026-04-30,central,filters,2,False
sample_1,709,O00440,2026-04-15,north,brakes,3,False
sample_1,709,O00441,2026-04-02,east,electrical,2,False
sample_1,709,O00442,2026-04-26,central,engine,2,False
sample_1,709,O00443,2026-04-02,north,brakes,2,False
sample_1,709,O00444,2026-04-13,east,brakes,1,False
sample_1,709,O00445,2026-04-25,south,brakes,5,False
sample_1,709,O00446,2026-04-23,south,engine,3,False
sample_1,709,O00447,2026-04-12,west,filters,6,False
sample_1,709,O00448,2026-04-22,west,brakes,3,False
sample_1,709,O00449,2026-04-05,east,filters,2,False
sample_1,709,O00450,2026-04-12,west,engine,3,False
sample_1,709,O00451,2026-04-14,central,suspension,2,False
sample_1,709,O00452,2026-04-12,north,electrical,4,False
sample_1,709,O00453,2026-04-09,east,engine,3,False
sample_1,709,O00454,2026-04-12,east,electrical,3,False
sample_1,709,O00455,2026-04-23,east,electrical,4,False
sample_1,709,O00456,2026-04-19,north,suspension,2,False
sample_1,709,O00457,2026-04-20,west,filters,6,False
sample_1,709,O00458,2026-04-14,south,electrical,1,False
sample_1,709,O00459,2026-04-11,west,engine,2,False
sample_1,709,O00460,2026-04-14,south,suspension,4,False
sample_1,709,O00461,2026-04-27,north,electrical,3,False
sample_1,709,O00462,2026-04-16,south,electrical,3,False
sample_1,709,O00463,2026-04-26,south,electrical,2,False
sample_1,709,O00464,2026-04-29,north,electrical,6,False
sample_1,709,O00465,2026-04-27,central,electrical,2,False
sample_1,709,O00466,2026-04-19,central,suspension,3,True
sample_1,709,O00467,2026-04-29,west,filters,3,False
sample_1,709,O00468,2026-04-22,north,engine,2,False
sample_1,709,O00469,2026-04-24,west,electrical,2,False
sample_1,709,O00470,2026-04-19,central,filters,3,False
sample_1,709,O00471,2026-04-06,south,electrical,1,False
sample_1,709,O00472,2026-04-15,central,engine,4,False
sample_1,709,O00473,2026-04-05,east,engine,2,False
sample_1,709,O00474,2026-04-09,central,filters,2,False
sample_1,709,O00475,2026-04-08,east,engine,1,False
sample_1,709,O00476,2026-04-27,south,brakes,4,False
sample_1,709,O00477,2026-04-26,south,suspension,2,False
sample_1,709,O00478,2026-04-15,east,electrical,3,False
sample_1,709,O00479,2026-04-19,central,brakes,4,False
sample_1,709,O00480,2026-04-30,south,electrical,2,False
sample_1,709,O00481,2026-04-08,east,filters,4,True
sample_1,709,O00482,2026-04-18,south,electrical,3,False
sample_1,709,O00483,2026-04-07,east,engine,1,False
sample_1,709,O00484,2026-04-24,west,suspension,2,False
sample_1,709,O00485,2026-04-02,central,engine,1,False
sample_1,709,O00486,2026-04-05,central,filters,3,False
sample_1,709,O00487,2026-04-09,west,electrical,1,False
sample_1,709,O00488,2026-04-15,south,electrical,1,False
sample_1,709,O00489,2026-04-01,central,engine,4,False
sample_1,709,O00490,2026-04-29,south,engine,2,False
sample_1,709,O00491,2026-04-17,south,suspension,1,False
sample_1,709,O00492,2026-04-28,south,suspension,1,False
sample_1,709,O00493,2026-04-21,west,filters,7,False
sample_1,709,O00494,2026-04-15,east,suspension,4,False
sample_1,709,O00495,2026-04-24,east,filters,1,False
sample_1,709,O00496,2026-04-12,central,filters,6,False
sample_1,709,O00497,2026-04-18,west,electrical,2,False
sample_1,709,O00498,2026-04-06,north,brakes,1,False
sample_1,709,O00499,2026-04-07,central,filters,4,False
sample_1,709,O00500,2026-04-30,south,filters,7,False
sample_1,709,O00501,2026-04-17,south,filters,4,True
sample_1,709,O00502,2026-04-14,east,brakes,2,False
sample_1,709,O00503,2026-04-28,central,engine,1,False
sample_1,709,O00504,2026-04-09,central,electrical,1,False
sample_1,709,O00505,2026-04-24,central,brakes,5,False
sample_1,709,O00506,2026-04-16,central,filters,2,False
