sample_id,seed,trial,roll,is_even,is_at_least_5
sample_1,701,82,4,True,False
sample_1,701,83,1,False,False
sample_1,701,84,1,False,False
sample_1,701,85,1,False,False
sample_1,701,86,5,False,True
sample_1,701,87,4,True,False
sample_1,701,88,6,True,True
sample_1,701,89,4,True,False
sample_1,701,90,6,True,True
sample_1,701,91,5,False,True
sample_1,701,92,6,True,True
sample_1,701,93,3,False,False
sample_1,701,94,2,True,False
sample_1,701,95,3,False,False
sample_1,701,96,4,True,False
sample_1,701,97,2,True,False
sample_1,701,98,6,True,True
sample_1,701,99,4,True,False
sample_1,701,100,3,False,False
sample_1,701,101,3,False,False
sample_1,701,102,1,False,False
sample_1,701,103,1,False,False
sample_1,701,104,6,True,True
sample_1,701,105,2,True,False
sample_1,701,106,1,False,False
sample_1,701,107,4,True,False
sample_1,701,108,2,True,False
sample_1,701,109,5,False,True
sample_1,701,110,4,True,False
sample_1,701,111,1,False,False
sample_1,701,112,4,True,False
sample_1,701,113,6,True,True
sample_1,701,114,6,True,True
sample_1,701,115,1,False,False
sample_1,701,116,2,True,False
sample_1,701,117,1,False,False
sample_1,701,118,6,True,True
sample_1,701,119,6,True,True
sample_1,701,120,4,True,False
sample_1,701,121,5,False,True
sample_1,701,122,6,True,True
sample_1,701,123,4,True,False
sample_1,701,124,3,False,False
sample_1,701,125,1,False,False
sample_1,701,126,1,False,False
sample_1,701,127,6,True,True
sample_1,701,128,6,True,True
sample_1,701,129,6,True,True
sample_1,701,130,2,True,False
sample_1,701,131,1,False,False
sample_1,701,132,4,True,False
sample_1,701,133,1,False,False
sample_1,701,134,6,True,True
sample_1,701,135,3,False,False
sample_1,701,136,6,True,True
sample_1,701,137,2,True,False
sample_1,701,138,3,False,False
sample_1,701,139,4,True,False
sample_1,701,140,4,True,False
sample_1,701,141,3,False,False
sample_1,701,142,5,False,True
sample_1,701,143,4,True,False
sample_1,701,144,2,True,False
sample_1,701,145,3,False,False
sample_1,701,146,2,True,False
sample_1,701,147,4,True,False
sample_1,701,148,2,True,False
sample_1,701,149,3,False,False
sample_1,701,150,4,True,False
sample_1,701,151,4,True,False
sample_1,701,152,2,True,False
sample_1,701,153,4,True,False
sample_1,701,154,2,True,False
sample_1,701,155,6,True,True
sample_1,701,156,2,True,False
sample_1,701,157,4,True,False
sample_1,701,158,5,False,True
sample_1,701,159,5,False,True
sample_1,701,160,5,False,True
sample_1,701,161,3,False,False
sample_1,701,162,4,True,False
sample_1,701,163,3,False,False
sample_1,701,164,1,False,False
sample_1,701,165,3,False,False
sample_1,701,166,4,True,False
sample_1,701,167,4,True,False
sample_1,701,168,4,True,False
sample_1,701,169,3,False,False
sample_1,701,170,6,True,True
sample_1,701,171,3,False,False
sample_1,701,172,6,True,True
sample_1,701,173,6,True,True
sample_1,701,174,4,True,False
sample_1,701,175,6,True,True
sample_1,701,176,4,True,False
sample_1,701,177,4,True,False
sample_1,701,178,5,False,True
sample_1,701,179,5,False,True
sample_1,701,180,1,False,False
sample_1,701,181,3,False,False
sample_1,701,182,3,False,False
sample_1,701,183,1,False,False
sample_1,701,184,3,False,False
sample_1,701,185,2,True,False
sample_1,701,186,4,True,False
sample_1,701,187,6,True,True
sample_1,701,188,3,False,False
sample_1,701,189,3,False,False
sample_1,701,190,3,False,False
sample_1,701,191,4,True,False
sample_1,701,192,2,True,False
sample_1,701,193,5,False,True
sample_1,701,194,2,True,False
sample_1,701,195,1,False,False
sample_1,701,196,3,False,False
sample_1,701,197,5,False,True
sample_1,701,198,6,True,True
sample_1,701,199,2,True,False
sample_1,701,200,6,True,True
sample_1,701,201,3,False,False
sample_1,701,202,5,False,True
sample_1,701,203,6,True,True
sample_1,701,204,4,True,False
sample_1,701,205,1,False,False
sample_1,701,206,2,True,False
sample_1,701,207,5,False,True
sample_1,701,208,5,False,True
sample_1,701,209,5,False,True
sample_1,701,210,6,True,True
sample_1,701,211,1,False,False
sample_1,701,212,3,False,False
sample_1,701,213,1,False,False
sample_1,701,214,4,True,False
sample_1,701,215,6,True,True
sample_1,701,216,6,True,True
sample_1,701,217,6,True,True
sample_1,701,218,1,False,False
sample_1,701,219,3,False,False
sample_1,701,220,4,True,False
sample_1,701,221,6,True,True
sample_1,701,222,5,False,True
sample_1,701,223,2,True,False
sample_1,701,224,1,False,False
sample_1,701,225,3,False,False
sample_1,701,226,1,False,False
sample_1,701,227,5,False,True
sample_1,701,228,4,True,False
sample_1,701,229,3,False,False
sample_1,701,230,2,True,False
sample_1,701,231,4,True,False
sample_1,701,232,5,False,True
sample_1,701,233,6,True,True
sample_1,701,234,4,True,False
sample_1,701,235,2,True,False
sample_1,701,236,6,True,True
sample_1,701,237,4,True,False
sample_1,701,238,5,False,True
sample_1,701,239,4,True,False
sample_1,701,240,3,False,False
sample_1,701,241,1,False,False
sample_1,701,242,1,False,False
sample_1,701,243,5,False,True
sample_1,701,244,1,False,False
sample_1,701,245,2,True,False
sample_1,701,246,3,False,False
sample_1,701,247,6,True,True
sample_1,701,248,5,False,True
sample_1,701,249,5,False,True
sample_1,701,250,5,False,True
sample_1,701,251,3,False,False
sample_1,701,252,1,False,False
sample_1,701,253,2,True,False
sample_1,701,254,4,True,False
sample_1,701,255,4,True,False
sample_1,701,256,1,False,False
sample_1,701,257,1,False,False
sample_1,701,258,6,True,True
sample_1,701,259,3,False,False
sample_1,701,260,5,False,True
sample_1,701,261,3,False,False
sample_1,701,262,5,False,True
sample_1,701,263,1,False,False
sample_1,701,264,4,True,False
sample_1,701,265,1,False,False
sample_1,701,266,5,False,True
sample_1,701,267,6,True,True
sample_1,701,268,2,True,False
sample_1,701,269,1,False,False
sample_1,701,270,2,True,False
sample_1,701,271,6,True,True
sample_1,701,272,5,False,True
sample_1,701,273,2,True,False
sample_1,701,274,6,True,True
sample_1,701,275,3,False,False
sample_1,701,276,1,False,False
sample_1,701,277,3,False,False
sample_1,701,278,3,False,False
sample_1,701,279,4,True,False
sample_1,701,280,4,True,False
sample_1,701,281,1,False,False
sample_1,701,282,2,True,False
sample_1,701,283,6,True,True
sample_1,701,284,3,False,False
sample_1,701,285,1,False,False
sample_1,701,286,3,False,False
sample_1,701,287,3,False,False
sample_1,701,288,2,True,False
sample_1,701,289,4,True,False
sample_1,701,290,2,True,False
sample_1,701,291,5,False,True
sample_1,701,292,4,True,False
sample_1,701,293,6,True,True
sample_1,701,294,5,False,True
sample_1,701,295,6,True,True
sample_1,701,296,3,False,False
sample_1,701,297,1,False,False
sample_1,701,298,6,True,True
sample_1,701,299,5,False,True
sample_1,701,300,5,False,True
sample_1,701,301,4,True,False
sample_1,701,302,2,True,False
sample_1,701,303,3,False,False
sample_1,701,304,3,False,False
sample_1,701,305,6,True,True
sample_1,701,306,4,True,False
sample_1,701,307,2,True,False
sample_1,701,308,1,False,False
sample_1,701,309,3,False,False
sample_1,701,310,4,True,False
sample_1,701,311,3,False,False
sample_1,701,312,4,True,False
sample_1,701,313,6,True,True
sample_1,701,314,4,True,False
sample_1,701,315,1,False,False
sample_1,701,316,2,True,False
sample_1,701,317,1,False,False
sample_1,701,318,5,False,True
sample_1,701,319,2,True,False
sample_1,701,320,6,True,True
sample_1,701,321,2,True,False
sample_1,701,322,3,False,False
sample_1,701,323,6,True,True
sample_1,701,324,5,False,True
sample_1,701,325,3,False,False
sample_1,701,326,4,True,False
sample_1,701,327,5,False,True
sample_1,701,328,6,True,True
sample_1,701,329,6,True,True
sample_1,701,330,1,False,False
sample_1,701,331,2,True,False
sample_1,701,332,2,True,False
sample_1,701,333,3,False,False
sample_1,701,334,4,True,False
sample_1,701,335,1,False,False
sample_1,701,336,3,False,False
sample_1,701,337,2,True,False
sample_1,701,338,2,True,False
sample_1,701,339,3,False,False
sample_1,701,340,3,False,False
sample_1,701,341,4,True,False
sample_1,701,342,6,True,True
sample_1,701,343,2,True,False
sample_1,701,344,2,True,False
sample_1,701,345,5,False,True
sample_1,701,346,2,True,False
sample_1,701,347,1,False,False
sample_1,701,348,2,True,False
sample_1,701,349,6,True,True
sample_1,701,350,2,True,False
sample_1,701,351,6,True,True
sample_1,701,352,4,True,False
sample_1,701,353,4,True,False
sample_1,701,354,5,False,True
sample_1,701,355,4,True,False
sample_1,701,356,2,True,False
sample_1,701,357,6,True,True
sample_1,701,358,5,False,True
sample_1,701,359,5,False,True
sample_1,701,360,2,True,False
sample_1,701,361,3,False,False
sample_1,701,362,5,False,True
sample_1,701,363,4,True,False
sample_1,701,364,6,True,True
sample_1,701,365,5,False,True
sample_1,701,366,3,False,False
sample_1,701,367,6,True,True
sample_1,701,368,5,False,True
sample_1,701,369,1,False,False
sample_1,701,370,6,True,True
sample_1,701,371,5,False,True
sample_1,701,372,3,False,False
sample_1,701,373,6,True,True
sample_1,701,374,1,False,False
sample_1,701,375,1,False,False
sample_1,701,376,2,True,False
sample_1,701,377,2,True,False
sample_1,701,378,6,True,True
sample_1,701,379,1,False,False
sample_1,701,380,4,True,False
sample_1,701,381,1,False,False
sample_1,701,382,6,True,True
sample_1,701,383,4,True,False
sample_1,701,384,6,True,True
sample_1,701,385,3,False,False
sample_1,701,386,1,False,False
sample_1,701,387,5,False,True
sample_1,701,388,5,False,True
sample_1,701,389,3,False,False
sample_1,701,390,4,True,False
sample_1,701,391,4,True,False
sample_1,701,392,1,False,False
sample_1,701,393,3,False,False
sample_1,701,394,2,True,False
sample_1,701,395,5,False,True
sample_1,701,396,2,True,False
sample_1,701,397,1,False,False
sample_1,701,398,6,True,True
sample_1,701,399,2,True,False
sample_1,701,400,4,True,False
sample_1,701,401,3,False,False
sample_1,701,402,1,False,False
sample_1,701,403,3,False,False
sample_1,701,404,6,True,True
sample_1,701,405,3,False,False
sample_1,701,406,5,False,True
sample_1,701,407,4,True,False
sample_1,701,408,6,True,True
sample_1,701,409,3,False,False
sample_1,701,410,4,True,False
sample_1,701,411,2,True,False
sample_1,701,412,3,False,False
sample_1,701,413,2,True,False
sample_1,701,414,6,True,True
sample_1,701,415,1,False,False
sample_1,701,416,6,True,True
sample_1,701,417,1,False,False
sample_1,701,418,4,True,False
sample_1,701,419,5,False,True
sample_1,701,420,1,False,False
sample_1,701,421,3,False,False
sample_1,701,422,2,True,False
sample_1,701,423,4,True,False
sample_1,701,424,3,False,False
sample_1,701,425,3,False,False
sample_1,701,426,4,True,False
sample_1,701,427,1,False,False
sample_1,701,428,6,True,True
sample_1,701,429,6,True,True
sample_1,701,430,4,True,False
sample_1,701,431,4,True,False
sample_1,701,432,3,False,False
sample_1,701,433,3,False,False
sample_1,701,434,3,False,False
sample_1,701,435,1,False,False
sample_1,701,436,2,True,False
sample_1,701,437,1,False,False
sample_1,701,438,5,False,True
sample_1,701,439,6,True,True
sample_1,701,440,2,True,False
sample_1,701,441,4,True,False
sample_1,701,442,2,True,False
sample_1,701,443,2,True,False
sample_1,701,444,1,False,False
sample_1,701,445,4,True,False
sample_1,701,446,2,True,False
sample_1,701,447,3,False,False
sample_1,701,448,1,False,False
sample_1,701,449,2,True,False
sample_1,701,450,3,False,False
sample_1,701,451,4,True,False
sample_1,701,452,2,True,False
sample_1,701,453,5,False,True
sample_1,701,454,3,False,False
sample_1,701,455,1,False,False
sample_1,701,456,2,True,False
sample_1,701,457,6,True,True
sample_1,701,458,5,False,True
sample_1,701,459,6,True,True
sample_1,701,460,2,True,False
sample_1,701,461,5,False,True
sample_1,701,462,3,False,False
sample_1,701,463,1,False,False
sample_1,701,464,6,True,True
sample_1,701,465,2,True,False
sample_1,701,466,2,True,False
sample_1,701,467,3,False,False
sample_1,701,468,1,False,False
sample_1,701,469,5,False,True
sample_1,701,470,1,False,False
sample_1,701,471,4,True,False
sample_1,701,472,2,True,False
sample_1,701,473,2,True,False
sample_1,701,474,2,True,False
sample_1,701,475,2,True,False
sample_1,701,476,6,True,True
sample_1,701,477,5,False,True
sample_1,701,478,4,True,False
sample_1,701,479,5,False,True
sample_1,701,480,6,True,True
sample_1,701,481,1,False,False
sample_1,701,482,4,True,False
sample_1,701,483,6,True,True
sample_1,701,484,4,True,False
sample_1,701,485,2,True,False
sample_1,701,486,2,True,False
sample_1,701,487,6,True,True
sample_1,701,488,1,False,False
sample_1,701,489,2,True,False
sample_1,701,490,6,True,True
sample_1,701,491,4,True,False
sample_1,701,492,4,True,False
sample_1,701,493,1,False,False
sample_1,701,494,6,True,True
sample_1,701,495,6,True,True
sample_1,701,496,1,False,False
sample_1,701,497,2,True,False
sample_1,701,498,1,False,False
sample_1,701,499,3,False,False
sample_1,701,500,4,True,False
sample_1,701,501,6,True,True
sample_1,701,502,1,False,False
sample_1,701,503,6,True,True
sample_1,701,504,2,True,False
sample_1,701,505,5,False,True
sample_1,701,506,6,True,True
sample_1,701,507,6,True,True
sample_1,701,508,3,False,False
sample_1,701,509,6,True,True
sample_1,701,510,6,True,True
sample_1,701,511,2,True,False
sample_1,701,512,3,False,False
sample_1,701,513,5,False,True
sample_1,701,514,1,False,False
sample_1,701,515,1,False,False
sample_1,701,516,4,True,False
sample_1,701,517,2,True,False
sample_1,701,518,3,False,False
sample_1,701,519,2,True,False
sample_1,701,520,6,True,True
sample_1,701,521,1,False,False
sample_1,701,522,4,True,False
sample_1,701,523,3,False,False
sample_1,701,524,4,True,False
sample_1,701,525,4,True,False
sample_1,701,526,5,False,True
sample_1,701,527,1,False,False
sample_1,701,528,1,False,False
sample_1,701,529,2,True,False
sample_1,701,530,2,True,False
sample_1,701,531,3,False,False
sample_1,701,532,3,False,False
sample_1,701,533,2,True,False
sample_1,701,534,3,False,False
sample_1,701,535,1,False,False
sample_1,701,536,4,True,False
sample_1,701,537,1,False,False
sample_1,701,538,5,False,True
sample_1,701,539,3,False,False
sample_1,701,540,3,False,False
sample_1,701,541,5,False,True
sample_1,701,542,1,False,False
sample_1,701,543,1,False,False
sample_1,701,544,5,False,True
sample_1,701,545,5,False,True
sample_1,701,546,5,False,True
sample_1,701,547,6,True,True
sample_1,701,548,6,True,True
sample_1,701,549,4,True,False
sample_1,701,550,6,True,True
sample_1,701,551,4,True,False
sample_1,701,552,1,False,False
sample_1,701,553,3,False,False
sample_1,701,554,4,True,False
sample_1,701,555,5,False,True
sample_1,701,556,2,True,False
sample_1,701,557,6,True,True
sample_1,701,558,5,False,True
sample_1,701,559,5,False,True
sample_1,701,560,4,True,False
sample_1,701,561,3,False,False
sample_1,701,562,2,True,False
sample_1,701,563,3,False,False
sample_1,701,564,4,True,False
sample_1,701,565,4,True,False
sample_1,701,566,5,False,True
sample_1,701,567,6,True,True
sample_1,701,568,5,False,True
sample_1,701,569,5,False,True
sample_1,701,570,5,False,True
sample_1,701,571,4,True,False
sample_1,701,572,4,True,False
sample_1,701,573,6,True,True
sample_1,701,574,1,False,False
sample_1,701,575,3,False,False
sample_1,701,576,1,False,False
sample_1,701,577,5,False,True
sample_1,701,578,5,False,True
sample_1,701,579,4,True,False
sample_1,701,580,3,False,False
sample_1,701,581,2,True,False
sample_1,701,582,1,False,False
sample_1,701,583,2,True,False
sample_1,701,584,2,True,False
sample_1,701,585,4,True,False
sample_1,701,586,1,False,False
sample_1,701,587,2,True,False
sample_1,701,588,6,True,True
sample_1,701,589,6,True,True
sample_1,701,590,2,True,False
sample_1,701,591,3,False,False
sample_1,701,592,5,False,True
sample_1,701,593,4,True,False
sample_1,701,594,3,False,False
sample_1,701,595,4,True,False
sample_1,701,596,2,True,False
sample_1,701,597,3,False,False
sample_1,701,598,5,False,True
sample_1,701,599,4,True,False
sample_1,701,600,1,False,False
sample_1,701,601,5,False,True
sample_1,701,602,3,False,False
sample_1,701,603,3,False,False
sample_1,701,604,3,False,False
sample_1,701,605,6,True,True
sample_1,701,606,1,False,False
sample_1,701,607,3,False,False
sample_1,701,608,1,False,False
sample_1,701,609,2,True,False
sample_1,701,610,6,True,True
sample_1,701,611,1,False,False
sample_1,701,612,6,True,True
sample_1,701,613,1,False,False
sample_1,701,614,3,False,False
sample_1,701,615,6,True,True
sample_1,701,616,4,True,False
sample_1,701,617,1,False,False
sample_1,701,618,1,False,False
sample_1,701,619,4,True,False
sample_1,701,620,4,True,False
sample_1,701,621,4,True,False
sample_1,701,622,5,False,True
sample_1,701,623,4,True,False
sample_1,701,624,6,True,True
sample_1,701,625,4,True,False
sample_1,701,626,1,False,False
sample_1,701,627,2,True,False
sample_1,701,628,2,True,False
sample_1,701,629,1,False,False
sample_1,701,630,4,True,False
sample_1,701,631,2,True,False
sample_1,701,632,3,False,False
sample_1,701,633,4,True,False
sample_1,701,634,5,False,True
sample_1,701,635,6,True,True
sample_1,701,636,5,False,True
sample_1,701,637,3,False,False
sample_1,701,638,6,True,True
sample_1,701,639,5,False,True
sample_1,701,640,1,False,False
sample_1,701,641,6,True,True
sample_1,701,642,6,True,True
sample_1,701,643,4,True,False
sample_1,701,644,6,True,True
sample_1,701,645,5,False,True
sample_1,701,646,4,True,False
sample_1,701,647,5,False,True
sample_1,701,648,6,True,True
sample_1,701,649,3,False,False
sample_1,701,650,5,False,True
sample_1,701,651,5,False,True
sample_1,701,652,5,False,True
sample_1,701,653,4,True,False
sample_1,701,654,5,False,True
sample_1,701,655,6,True,True
sample_1,701,656,6,True,True
sample_1,701,657,3,False,False
sample_1,701,658,2,True,False
sample_1,701,659,2,True,False
sample_1,701,660,2,True,False
sample_1,701,661,4,True,False
sample_1,701,662,4,True,False
sample_1,701,663,6,True,True
sample_1,701,664,2,True,False
sample_1,701,665,2,True,False
sample_1,701,666,1,False,False
sample_1,701,667,2,True,False
sample_1,701,668,4,True,False
sample_1,701,669,5,False,True
sample_1,701,670,4,True,False
sample_1,701,671,2,True,False
sample_1,701,672,4,True,False
sample_1,701,673,5,False,True
sample_1,701,674,6,True,True
sample_1,701,675,6,True,True
sample_1,701,676,6,True,True
sample_1,701,677,3,False,False
sample_1,701,678,2,True,False
sample_1,701,679,6,True,True
sample_1,701,680,3,False,False
sample_1,701,681,6,True,True
sample_1,701,682,2,True,False
sample_1,701,683,3,False,False
sample_1,701,684,4,True,False
sample_1,701,685,6,True,True
sample_1,701,686,4,True,False
sample_1,701,687,6,True,True
sample_1,701,688,2,True,False
sample_1,701,689,3,False,False
sample_1,701,690,4,True,False
sample_1,701,691,6,True,True
sample_1,701,692,6,True,True
sample_1,701,693,5,False,True
sample_1,701,694,2,True,False
sample_1,701,695,3,False,False
sample_1,701,696,1,False,False
sample_1,701,697,4,True,False
sample_1,701,698,5,False,True
sample_1,701,699,3,False,False
sample_1,701,700,6,True,True
sample_1,701,701,6,True,True
sample_1,701,702,5,False,True
sample_1,701,703,2,True,False
sample_1,701,704,6,True,True
sample_1,701,705,6,True,True
sample_1,701,706,2,True,False
sample_1,701,707,2,True,False
sample_1,701,708,2,True,False
sample_1,701,709,5,False,True
sample_1,701,710,4,True,False
sample_1,701,711,5,False,True
sample_1,701,712,2,True,False
sample_1,701,713,4,True,False
sample_1,701,714,1,False,False
sample_1,701,715,3,False,False
sample_1,701,716,1,False,False
sample_1,701,717,3,False,False
sample_1,701,718,2,True,False
sample_1,701,719,6,True,True
sample_1,701,720,2,True,False
sample_1,701,721,1,False,False
sample_1,701,722,1,False,False
sample_1,701,723,4,True,False
sample_1,701,724,6,True,True
sample_1,701,725,1,False,False
sample_1,701,726,2,True,False
sample_1,701,727,5,False,True
sample_1,701,728,5,False,True
sample_1,701,729,5,False,True
sample_1,701,730,5,False,True
sample_1,701,731,4,True,False
sample_1,701,732,6,True,True
sample_1,701,733,4,True,False
sample_1,701,734,4,True,False
sample_1,701,735,5,False,True
sample_1,701,736,3,False,False
sample_1,701,737,1,False,False
sample_1,701,738,6,True,True
sample_1,701,739,4,True,False
sample_1,701,740,6,True,True
sample_1,701,741,1,False,False
sample_1,701,742,2,True,False
sample_1,701,743,5,False,True
sample_1,701,744,5,False,True
sample_1,701,745,3,False,False
sample_1,701,746,4,True,False
sample_1,701,747,6,True,True
sample_1,701,748,2,True,False
sample_1,701,749,3,False,False
sample_1,701,750,2,True,False
sample_1,701,751,4,True,False
sample_1,701,752,5,False,True
sample_1,701,753,3,False,False
sample_1,701,754,1,False,False
sample_1,701,755,3,False,False
sample_1,701,756,1,False,False
sample_1,701,757,1,False,False
sample_1,701,758,4,True,False
sample_1,701,759,4,True,False
sample_1,701,760,2,True,False
sample_1,701,761,5,False,True
sample_1,701,762,5,False,True
sample_1,701,763,4,True,False
sample_1,701,764,4,True,False
sample_1,701,765,6,True,True
sample_1,701,766,3,False,False
sample_1,701,767,4,True,False
sample_1,701,768,5,False,True
sample_1,701,769,4,True,False
sample_1,701,770,6,True,True
sample_1,701,771,2,True,False
sample_1,701,772,4,True,False
sample_1,701,773,1,False,False
sample_1,701,774,5,False,True
sample_1,701,775,4,True,False
sample_1,701,776,2,True,False
sample_1,701,777,2,True,False
sample_1,701,778,3,False,False
sample_1,701,779,2,True,False
sample_1,701,780,2,True,False
sample_1,701,781,2,True,False
sample_1,701,782,4,True,False
sample_1,701,783,2,True,False
sample_1,701,784,2,True,False
sample_1,701,785,1,False,False
sample_1,701,786,2,True,False
sample_1,701,787,4,True,False
sample_1,701,788,2,True,False
sample_1,701,789,6,True,True
sample_1,701,790,3,False,False
sample_1,701,791,3,False,False
sample_1,701,792,1,False,False
sample_1,701,793,6,True,True
sample_1,701,794,6,True,True
sample_1,701,795,4,True,False
sample_1,701,796,1,False,False
sample_1,701,797,1,False,False
sample_1,701,798,3,False,False
sample_1,701,799,6,True,True
sample_1,701,800,4,True,False
sample_1,701,801,5,False,True
sample_1,701,802,5,False,True
sample_1,701,803,4,True,False
sample_1,701,804,2,True,False
sample_1,701,805,4,True,False
sample_1,701,806,1,False,False
sample_1,701,807,5,False,True
sample_1,701,808,2,True,False
sample_1,701,809,6,True,True
sample_1,701,810,2,True,False
sample_1,701,811,6,True,True
sample_1,701,812,1,False,False
sample_1,701,813,2,True,False
sample_1,701,814,1,False,False
sample_1,701,815,5,False,True
sample_1,701,816,3,False,False
sample_1,701,817,6,True,True
sample_1,701,818,5,False,True
sample_1,701,819,6,True,True
sample_1,701,820,5,False,True
sample_1,701,821,1,False,False
sample_1,701,822,3,False,False
sample_1,701,823,6,True,True
sample_1,701,824,3,False,False
sample_1,701,825,5,False,True
sample_1,701,826,3,False,False
sample_1,701,827,4,True,False
sample_1,701,828,6,True,True
sample_1,701,829,1,False,False
sample_1,701,830,4,True,False
sample_1,701,831,3,False,False
sample_1,701,832,2,True,False
sample_1,701,833,1,False,False
sample_1,701,834,4,True,False
sample_1,701,835,2,True,False
sample_1,701,836,2,True,False
sample_1,701,837,5,False,True
sample_1,701,838,1,False,False
sample_1,701,839,3,False,False
sample_1,701,840,5,False,True
sample_1,701,841,1,False,False
sample_1,701,842,4,True,False
sample_1,701,843,6,True,True
sample_1,701,844,6,True,True
sample_1,701,845,4,True,False
sample_1,701,846,2,True,False
sample_1,701,847,6,True,True
sample_1,701,848,3,False,False
sample_1,701,849,2,True,False
sample_1,701,850,6,True,True
sample_1,701,851,4,True,False
sample_1,701,852,5,False,True
sample_1,701,853,3,False,False
sample_1,701,854,1,False,False
sample_1,701,855,5,False,True
sample_1,701,856,2,True,False
sample_1,701,857,6,True,True
sample_1,701,858,5,False,True
sample_1,701,859,1,False,False
sample_1,701,860,2,True,False
sample_1,701,861,1,False,False
sample_1,701,862,3,False,False
sample_1,701,863,2,True,False
sample_1,701,864,2,True,False
sample_1,701,865,5,False,True
sample_1,701,866,2,True,False
sample_1,701,867,5,False,True
sample_1,701,868,2,True,False
sample_1,701,869,4,True,False
sample_1,701,870,6,True,True
sample_1,701,871,2,True,False
sample_1,701,872,2,True,False
sample_1,701,873,4,True,False
sample_1,701,874,2,True,False
sample_1,701,875,6,True,True
sample_1,701,876,5,False,True
sample_1,701,877,1,False,False
sample_1,701,878,2,True,False
sample_1,701,879,6,True,True
sample_1,701,880,5,False,True
sample_1,701,881,6,True,True
sample_1,701,882,5,False,True
sample_1,701,883,2,True,False
sample_1,701,884,5,False,True
sample_1,701,885,1,False,False
sample_1,701,886,3,False,False
sample_1,701,887,1,False,False
sample_1,701,888,2,True,False
sample_1,701,889,4,True,False
sample_1,701,890,1,False,False
sample_1,701,891,3,False,False
sample_1,701,892,4,True,False
sample_1,701,893,6,True,True
sample_1,701,894,1,False,False
sample_1,701,895,6,True,True
sample_1,701,896,3,False,False
sample_1,701,897,1,False,False
sample_1,701,898,5,False,True
sample_1,701,899,2,True,False
sample_1,701,900,6,True,True
sample_1,701,901,1,False,False
sample_1,701,902,2,True,False
sample_1,701,903,4,True,False
sample_1,701,904,6,True,True
sample_1,701,905,5,False,True
sample_1,701,906,2,True,False
sample_1,701,907,2,True,False
sample_1,701,908,4,True,False
sample_1,701,909,5,False,True
sample_1,701,910,3,False,False
sample_1,701,911,4,True,False
sample_1,701,912,6,True,True
sample_1,701,913,4,True,False
sample_1,701,914,1,False,False
sample_1,701,915,6,True,True
sample_1,701,916,2,True,False
sample_1,701,917,6,True,True
sample_1,701,918,5,False,True
sample_1,701,919,2,True,False
sample_1,701,920,1,False,False
sample_1,701,921,3,False,False
sample_1,701,922,1,False,False
sample_1,701,923,1,False,False
sample_1,701,924,2,True,False
sample_1,701,925,4,True,False
sample_1,701,926,1,False,False
sample_1,701,927,3,False,False
sample_1,701,928,2,True,False
sample_1,701,929,1,False,False
